lesson_id,training_id
145566,98020
135171,98021
135172,98021
135184,98021
135185,98021
137656,98021
137657,98021
137713,98021
137714,98021
135130,98023
135115,98023
134979,98024
134978,98024
134964,98025
135156,98025
137588,98025
137600,98025
135100,98027
135138,98027
135173,98027
135101,98027
137620,98027
137676,98027
145551,98027
145569,98027
135099,98029
137675,98029
134983,98030
135126,98030
137602,98030
145541,98030
135089,98032
132813,98032
136568,98032
136570,98032
137526,98032
137615,98032
144952,98032
144953,98032
135108,98034
137624,98034
135125,98035
135162,98035
137632,98035
137703,98035
135045,98037
135081,98037
145537,98037
145555,98037
134982,98038
135105,98038
137601,98038
145546,98038
135157,98040
137649,98040
145549,98041
145550,98041
135097,98042
145557,98042
135112,98044
137625,98044
135076,98045
136538,98045
137767,98045
145539,98045
135123,98047
135131,98047
137630,98047
137637,98047
145566,98047
134980,98048
134981,98048
135148,98048
135149,98048
137589,98048
137590,98048
137647,98048
137695,98048
135130,98050
135115,98050
134966,98051
134967,98051
134965,98052
135163,98052
137580,98052
137581,98052
135100,98054
135139,98054
135152,98054
135101,98054
137620,98054
137676,98054
145551,98054
145569,98054
135286,98533
135277,98533
137975,98533
135243,98534
135276,98534
137926,98534
145588,98534
135251,98536
137961,98536
145576,98537
145577,98537
135250,98538
137914,98538
135231,98540
135236,98540
137955,98540
137956,98540
135295,98541
135296,98541
137928,98541
137989,98541
145590,98541
135260,98543
145665,98543
136964,98544
138029,98544
135203,98546
135215,98546
137942,98546
137949,98546
145582,98546
135205,98547
135261,98547
135262,98547
135206,98547
137887,98547
137919,98547
137920,98547
137944,98547
136965,98548
138030,98548
135257,98550
137916,98550
135197,98551
135196,98551
137883,98551
137939,98551
135201,98553
135213,98553
137948,98553
135220,98554
135221,98554
137950,98554
137951,98554
135229,98555
135230,98555
135268,98555
135269,98555
137901,98555
137954,98555
137969,98555
137970,98555
135286,98557
135277,98557
137975,98557
135278,98558
135294,98558
137976,98558
137987,98558
135251,98560
137961,98560
145575,98561
145693,98561
135253,98562
137962,98562
135231,98564
135236,98564
137955,98564
137956,98564
135307,98565
135308,98565
137936,98565
137937,98565
145585,98565
135260,98567
145665,98567
136966,98568
138031,98568
135203,98570
135215,98570
137942,98570
137949,98570
145582,98570
135226,98571
135227,98571
135297,98571
135298,98571
137899,98571
137900,98571
137929,98571
137990,98571
136967,98572
138032,98572
135257,98574
137916,98574
135222,98575
135223,98575
137896,98575
137952,98575
135201,98577
135213,98577
137948,98577
135238,98578
135239,98578
137904,98578
137905,98578
135229,98579
135230,98579
135268,98579
135269,98579
137901,98579
137954,98579
137969,98579
137970,98579
136762,99289
145586,99289
136787,99299
138897,99299
136763,99300
145587,99300
145729,99301
145744,99301
136769,99312
145728,99312
136785,99323
138895,99323
146611,105038
146613,105038
152666,105038
153710,105038
153877,105038
146892,105039
153759,105039
146631,105041
146643,105041
146730,105041
146992,105041
152652,105041
153698,105041
153721,105041
153802,105041
155404,105041
146781,105043
153736,105043
146784,105044
146993,105044
153750,105044
153803,105044
146572,105046
147022,105046
153702,105046
153842,105046
146569,105047
147021,105047
153688,105047
153841,105047
146925,105049
153779,105049
153982,105050
153981,105050
146926,105051
153780,105051
147008,105053
152621,105053
153812,105053
146706,105054
153714,105054
146775,105056
146948,105056
153749,105056
153791,105056
146723,105057
146950,105057
153719,105057
153792,105057
146946,105059
153790,105059
146918,105060
146921,105060
153774,105060
153775,105060
146908,105061
146909,105061
153769,105061
153770,105061
146620,105063
146618,105063
146820,105063
146821,105063
152664,105063
153696,105063
153711,105063
153969,105063
154048,105063
146611,105092
146613,105092
152666,105092
153710,105092
153877,105092
146708,105093
153715,105093
146631,105095
146643,105095
146730,105095
146992,105095
152652,105095
153698,105095
153721,105095
153802,105095
155404,105095
146781,105097
153736,105097
146578,105098
146957,105098
153704,105098
153820,105098
146572,105100
147022,105100
153702,105100
153842,105100
146577,105101
147023,105101
153692,105101
153815,105101
146925,105103
153779,105103
154099,105104
154098,105104
146571,105105
153971,105105
147008,105107
152621,105107
153812,105107
146955,105108
153794,105108
146775,105110
146948,105110
153749,105110
153791,105110
146895,105111
146928,105111
153762,105111
160695,105111
146946,105113
153790,105113
146994,105114
146995,105114
153804,105114
153805,105114
146735,105115
146736,105115
153723,105115
153724,105115
146620,105117
146618,105117
146820,105117
146821,105117
152664,105117
153696,105117
153711,105117
154102,105117
153972,105117
149330,106057
155770,106057
151938,106058
152002,106058
155887,106058
155913,106058
151941,106060
155842,106060
152006,106061
151936,106061
155886,106061
151996,106063
152783,106063
152784,106063
156604,106063
156611,106063
151842,106064
151843,106064
151844,106064
151841,106064
156770,106064
156771,106064
156615,106064
156616,106064
151995,106066
151994,106066
155867,106066
155910,106066
151752,106067
151753,106067
151754,106067
151755,106067
155795,106067
155808,106067
155809,106067
155810,106067
151964,106068
151965,106068
151966,106068
151967,106068
151968,106068
151963,106068
152178,106068
152179,106068
155851,106068
155852,106068
155853,106068
155854,106068
155855,106068
155897,106068
155935,106068
155936,106068
151750,106070
151751,106070
151814,106070
155794,106070
155807,106070
155820,106070
151784,106071
151785,106071
151990,106071
151991,106071
155815,106071
155816,106071
155864,106071
155865,106071
149319,106074
149324,106074
149325,106074
149326,106074
155769,106074
155782,106074
155783,106074
155784,106074
149330,106076
155770,106076
151950,106077
151993,106077
155889,106077
155909,106077
151941,106079
155842,106079
151946,106080
151992,106080
155845,106080
151996,106082
152783,106082
152784,106082
156604,106082
156611,106082
151923,106083
151924,106083
152107,106083
152108,106083
152266,106083
152267,106083
156621,106083
156622,106083
156619,106083
156620,106083
151995,106085
151994,106085
155867,106085
155910,106085
151805,106086
151807,106086
151912,106086
151913,106086
155817,106086
155818,106086
155834,106086
155875,106086
151969,106087
151970,106087
151971,106087
151972,106087
151973,106087
151974,106087
152180,106087
152181,106087
155856,106087
155898,106087
155899,106087
155900,106087
155901,106087
155902,106087
155927,106087
155928,106087
151750,106089
151751,106089
151814,106089
155794,106089
155807,106089
155820,106089
151756,106090
151757,106090
152003,106090
152004,106090
155800,106090
155801,106090
155914,106090
155915,106090
149319,106093
149324,106093
149325,106093
149326,106093
155769,106093
155782,106093
155783,106093
155784,106093
148267,106095
148295,106095
148320,106095
148625,106095
152619,106095
155486,106095
155507,106095
157130,106095
157131,106095
151563,106097
151640,106097
155627,106097
151562,106098
151595,106098
155623,106098
155676,106098
151660,106100
155631,106100
156567,106101
156568,106101
151665,106102
155635,106102
151469,106104
155583,106104
151443,106105
156583,106105
151434,106107
151433,106107
151471,106108
151472,106108
151473,106108
151474,106108
151499,106110
151498,106110
152297,106110
155791,106110
155792,106110
151519,106111
151520,106111
151521,106111
151522,106111
155605,106111
155606,106111
155607,106111
155608,106111
151491,106113
156564,106113
151526,106114
151525,106114
155610,106114
155656,106114
151662,106116
155679,106116
151652,106117
151654,106117
155628,106117
155677,106117
148269,106119
148316,106119
155488,106119
155504,106119
148267,106121
148295,106121
148320,106121
148625,106121
152619,106121
155486,106121
155507,106121
157130,106121
157131,106121
151640,106123
151563,106123
155627,106123
151475,106124
151537,106124
155587,106124
155617,106124
151660,106126
155631,106126
156550,106127
156551,106127
152129,106128
155725,106128
151469,106130
155583,106130
151476,106131
155565,106131
151434,106133
151433,106133
151440,106134
151441,106134
151442,106134
151439,106134
151499,106136
151498,106136
152297,106136
155791,106136
155792,106136
151527,106137
151528,106137
151529,106137
151530,106137
155611,106137
155612,106137
155613,106137
155614,106137
151491,106139
156564,106139
151523,106140
151524,106140
155609,106140
155655,106140
151662,106142
155679,106142
151666,106143
151667,106143
155636,106143
155680,106143
148269,106145
148316,106145
155488,106145
155504,106145
149851,107382
153854,107382
149849,107384
153849,107384
151811,107401
155819,107401
151922,107402
152268,107402
155878,107402
151536,107403
155616,107403
151514,107404
152292,107404
155653,107404
162729,117391
162731,117391
172978,117391
173014,117391
162737,117392
162738,117392
162788,117392
162789,117392
172835,117392
172836,117392
172923,117392
172924,117392
162569,117394
162707,117394
172826,117394
162828,117395
162835,117395
172876,117395
172947,117395
162730,117397
162732,117397
172831,117397
162842,117398
162843,117398
172884,117398
172949,117398
173008,117398
173010,117398
161089,117399
161090,117399
161091,117399
172802,117399
172803,117399
172804,117399
162787,117400
162774,117400
172917,117400
162747,117402
162775,117402
172842,117402
172918,117402
162852,117404
172954,117404
162849,117405
162848,117405
173031,117405
173032,117405
162823,117406
162840,117406
162825,117406
172874,117406
172883,117406
172943,117406
162822,117407
162859,117407
162821,117407
162860,117407
172873,117407
172895,117407
172941,117407
172955,117407
162805,117408
162806,117408
162807,117408
162808,117408
162809,117408
162810,117408
172870,117408
172928,117408
172929,117408
172930,117408
172931,117408
172932,117408
162729,117410
162731,117410
172978,117410
173014,117410
162776,117411
162748,117411
162749,117411
162777,117411
172851,117411
172902,117411
172903,117411
172919,117411
162569,117413
162707,117413
172826,117413
162824,117414
162841,117414
172942,117414
172948,117414
162730,117416
162732,117416
172831,117416
162864,117417
162863,117417
172897,117417
172957,117417
173001,117417
173002,117417
161089,117418
161090,117418
161091,117418
172802,117418
172803,117418
172804,117418
162787,117419
162774,117419
172917,117419
162790,117421
162740,117421
172858,117421
172899,117421
162852,117423
172954,117423
162861,117424
162862,117424
172896,117424
172956,117424
162823,117425
162840,117425
162825,117425
172874,117425
172883,117425
172943,117425
162827,117426
162850,117426
162826,117426
162851,117426
172875,117426
172888,117426
172944,117426
172953,117426
162805,117427
162806,117427
162807,117427
162808,117427
162809,117427
162810,117427
172870,117427
172928,117427
172929,117427
172930,117427
172931,117427
172932,117427
162611,117429
162674,117429
170730,117429
162612,117430
162673,117430
170676,117430
170703,117430
162597,117432
170642,117432
177592,117433
177593,117433
177594,117433
177595,117433
162596,117434
170641,117434
162643,117436
162631,117436
170661,117436
170686,117436
170658,117436
172787,117436
162578,117437
162579,117437
162681,117437
162682,117437
170633,117437
170634,117437
170736,117437
170737,117437
162549,117438
172783,117438
172764,117440
172716,117440
172792,117441
172793,117441
172708,117441
172709,117441
162599,117443
167879,117443
170643,117443
162714,117444
162715,117444
170752,117444
170753,117444
162608,117446
162654,117446
170674,117446
170695,117446
162577,117447
162657,117447
170609,117447
172734,117447
172773,117447
162632,117449
162644,117449
162547,117450
162548,117450
162650,117450
162651,117450
161036,117451
161037,117451
161038,117451
161039,117451
170547,117451
170548,117451
170549,117451
170550,117451
162611,117453
162674,117453
170730,117453
162582,117454
162675,117454
170611,117454
170731,117454
162597,117456
170642,117456
172695,117457
172696,117457
162600,117458
170644,117458
162643,117460
162631,117460
170661,117460
170686,117460
170658,117460
172787,117460
162550,117461
162551,117461
162721,117461
162720,117461
170621,117461
170622,117461
170724,117461
170755,117461
162685,117462
172756,117462
172764,117464
172716,117464
172693,117465
172692,117465
172784,117465
172785,117465
162599,117467
167879,117467
170643,117467
162581,117468
162580,117468
170610,117468
170635,117468
162608,117470
162654,117470
170674,117470
170695,117470
162613,117471
162719,117471
170651,117471
172734,117471
172773,117471
162632,117473
162644,117473
162633,117474
162634,117474
162683,117474
162684,117474
161036,117475
161037,117475
161038,117475
161039,117475
170547,117475
170548,117475
170549,117475
170550,117475
162333,117529
162425,117529
162359,117529
162451,117529
167787,117529
167785,117529
167786,117529
167788,117529
169969,117529
170010,117529
170045,117529
170082,117529
173690,117529
173691,117529
173692,117529
173693,117529
162329,117531
162423,117531
170008,117531
162457,117532
162402,117532
162484,117532
170022,117532
170063,117532
170094,117532
162377,117534
162464,117534
170087,117534
170259,117535
170333,117535
170334,117535
170258,117535
162358,117536
169981,117536
162434,117538
170014,117538
162339,117539
162340,117539
169972,117539
169973,117539
162372,117540
162460,117540
173952,117540
170303,117541
170302,117541
162400,117542
162483,117542
170093,117542
160994,117544
160995,117544
169917,117544
169918,117544
162328,117546
162422,117546
169967,117546
170070,117546
170218,117546
162418,117547
162420,117547
162504,117547
162505,117547
170005,117547
170006,117547
170106,117547
170107,117547
167729,117549
170175,117549
162470,117550
170028,117550
170276,117550
161629,119161
161601,119161
168967,119161
169029,119161
161630,119162
169038,119162
161574,119164
168949,119164
169102,119165
169103,119165
161654,119166
169110,119166
161552,119168
168860,119168
161549,119169
161632,119169
169094,119169
169107,119169
161653,119171
161685,119171
168975,119171
168986,119171
161572,119172
161573,119172
161689,119172
161690,119172
169095,119172
168947,119172
168948,119172
168988,119172
161553,119174
168936,119174
161526,119175
161527,119175
168851,119175
168852,119175
161710,119177
168997,119177
161713,119178
161714,119178
168998,119178
168999,119178
161518,119180
161509,119180
168847,119180
168908,119180
161503,119181
161504,119181
168841,119181
168842,119181
161588,119182
161674,119182
161675,119182
161589,119182
168955,119182
168982,119182
168983,119182
169024,119182
161629,119207
161601,119207
168967,119207
169029,119207
161719,119208
169062,119208
161574,119210
168949,119210
169109,119211
169108,119211
161577,119212
169111,119212
161552,119214
168860,119214
161603,119215
161651,119215
168959,119215
169112,119215
161653,119217
161685,119217
168975,119217
168986,119217
161507,119218
161508,119218
161530,119218
161531,119218
168843,119218
168844,119218
168919,119218
168920,119218
161553,119220
168936,119220
161694,119221
161695,119221
168990,119221
169058,119221
161710,119223
168997,119223
161551,119224
161550,119224
169117,119224
169116,119224
161518,119226
161509,119226
168847,119226
168908,119226
161741,119227
161743,119227
169006,119227
169072,119227
161588,119228
161674,119228
161675,119228
161589,119228
168955,119228
168982,119228
168983,119228
169024,119228
165106,120137
169082,120137
165109,120139
169085,120139
167378,120157
170763,120157
167379,120158
172723,120158
167370,120160
170130,120160
165338,121446
170121,121446
165339,121447
170118,121447
182031,125757
182379,125757
189536,125757
189434,125757
182587,125758
182499,125758
182638,125758
189460,125758
189475,125758
189523,125758
182577,125760
189500,125760
182130,125761
182636,125761
189419,125761
189519,125761
182585,125763
182633,125763
189459,125763
189518,125763
181992,125764
181991,125764
182532,125764
182533,125764
189389,125764
189406,125764
189450,125764
189451,125764
182014,125766
182460,125766
189443,125766
182385,125767
182387,125767
182598,125767
182597,125767
189426,125767
189436,125767
189463,125767
189506,125767
182573,125768
