id,day,number,parity,name,cached_groups,kind,semester_id,period
13656,4,2,odd,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
13656,4,2,odd,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
13657,4,3,odd,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
13657,4,3,odd,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
13658,4,1,even,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
13658,4,1,even,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
13659,4,2,even,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
13659,4,2,even,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
13660,4,3,even,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
13660,4,3,even,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
13681,4,1,odd,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
13681,4,1,odd,Управление объектами (ГПО 1 *),"588-1, 588-2, 589-1, 589-2",practice,3,after_breaking
14287,1,3,odd,Автоматизация конструкторского и технологического проектирования,588-1,laboratory,3,after_breaking
14289,1,4,odd,Автоматизация конструкторского и технологического проектирования,588-1,laboratory,3,after_breaking
14320,1,5,odd,Автоматизация конструкторского и технологического проектирования,"588-1, 588-2",lecture,3,after_breaking
14320,1,5,odd,Автоматизация конструкторского и технологического проектирования,"588-1, 588-2",lecture,3,after_breaking
14325,1,5,even,Автоматизация конструкторского и технологического проектирования,"588-1, 588-2",lecture,3,after_breaking
14325,1,5,even,Автоматизация конструкторского и технологического проектирования,"588-1, 588-2",lecture,3,after_breaking
14485,1,6,odd,Методы и средства защиты компьютерной информации,"588-1, 588-2",lecture,3,after_breaking
14485,1,6,odd,Методы и средства защиты компьютерной информации,"588-1, 588-2",lecture,3,after_breaking
14488,1,6,even,Методы и средства защиты компьютерной информации,"588-1, 588-2",lecture,3,after_breaking
14488,1,6,even,Методы и средства защиты компьютерной информации,"588-1, 588-2",lecture,3,after_breaking
14538,1,7,even,Лингвистическое и программное обеспечение САПР,588-1,research,3,after_breaking
14546,1,3,even,Автоматизация конструкторского и технологического проектирования,588-2,laboratory,3,after_breaking
14548,1,4,even,Автоматизация конструкторского и технологического проектирования,588-2,laboratory,3,after_breaking
14621,2,3,even,Автоматизация конструкторского и технологического проектирования,588-1,laboratory,3,after_breaking
14622,2,4,even,Автоматизация конструкторского и технологического проектирования,588-1,laboratory,3,after_breaking
14625,2,5,even,Модели и методы анализа проектных решений,588-2,research,3,after_breaking
14984,2,2,odd,Автоматизация конструкторского и технологического проектирования,588-2,laboratory,3,after_breaking
14985,2,3,odd,Автоматизация конструкторского и технологического проектирования,588-2,laboratory,3,after_breaking
14994,2,4,odd,Политология,"058, 518, 538, 588-1, 588-2",lecture,3,after_breaking
14994,2,4,odd,Политология,"058, 518, 538, 588-1, 588-2",lecture,3,after_breaking
15041,2,5,odd,Модели и методы анализа проектных решений,588-1,research,3,after_breaking
15048,3,1,odd,Модели и методы анализа проектных решений,"588-1, 588-2",lecture,3,after_breaking
15048,3,1,odd,Модели и методы анализа проектных решений,"588-1, 588-2",lecture,3,after_breaking
15059,3,2,odd,Геометрическое моделирование в САПР,"588-1, 588-2",lecture,3,after_breaking
15059,3,2,odd,Геометрическое моделирование в САПР,"588-1, 588-2",lecture,3,after_breaking
15133,3,2,even,Дисциплина 2 (по выбору)***,"058, 518, 538, 588-1, 588-2",practice,3,after_breaking
15133,3,2,even,Дисциплина 2 (по выбору)***,"058, 518, 538, 588-1, 588-2",practice,3,after_breaking
15138,3,3,even,Дисциплина 2 (по выбору)***,"058, 518, 538, 588-1, 588-2",lecture,3,after_breaking
15138,3,3,even,Дисциплина 2 (по выбору)***,"058, 518, 538, 588-1, 588-2",lecture,3,after_breaking
15148,3,4,even,Психология и педагогика *** ****,"058, 518, 538, 588-1, 588-2",lecture,3,after_breaking
15148,3,4,even,Психология и педагогика *** ****,"058, 518, 538, 588-1, 588-2",lecture,3,after_breaking
15279,4,4,odd,НИРС *** ****,588-2,laboratory,3,after_breaking
15280,4,5,odd,НИРС *** ****,588-2,laboratory,3,after_breaking
15284,4,5,odd,Распределенные базы данных/Технология созданий Интернет-приложений (по выбору) ** *** ****,588-1,laboratory,3,after_breaking
15285,4,6,odd,Распределенные базы данных/Технология созданий Интернет-приложений (по выбору) ** *** ****,588-1,laboratory,3,after_breaking
15319,4,4,even,НИРС *** ****,588-1,laboratory,3,after_breaking
15320,4,5,even,НИРС *** ****,588-1,laboratory,3,after_breaking
15323,4,6,even,Распределенные базы данных/Технология созданий Интернет-приложений (по выбору) ** *** ****,588-2,laboratory,3,after_breaking
15325,4,5,even,Распределенные базы данных/Технология созданий Интернет-приложений (по выбору) ** *** ****,588-2,laboratory,3,after_breaking
15342,5,1,odd,Модели и методы анализа проектных решений,588-1,laboratory,3,after_breaking
15343,5,2,odd,Модели и методы анализа проектных решений,588-1,laboratory,3,after_breaking
15345,5,4,odd,Распределенные базы данных/Технология созданий Интернет-приложений (по выбору) ** *** ****,"588-1, 588-2",lecture,3,after_breaking
15345,5,4,odd,Распределенные базы данных/Технология созданий Интернет-приложений (по выбору) ** *** ****,"588-1, 588-2",lecture,3,after_breaking
15346,5,5,odd,Физическая культура и спорт,"518, 528-1, 528-2, 538, 578, 588-1, 588-2",practice,3,after_breaking
15346,5,5,odd,Физическая культура и спорт,"518, 528-1, 528-2, 538, 578, 588-1, 588-2",practice,3,after_breaking
15347,5,5,even,Физическая культура и спорт,"518, 528-1, 528-2, 538, 578, 588-1, 588-2",practice,3,after_breaking
15347,5,5,even,Физическая культура и спорт,"518, 528-1, 528-2, 538, 578, 588-1, 588-2",practice,3,after_breaking
15349,5,6,odd,Геометрическое моделирование в САПР,588-2,laboratory,3,after_breaking
15350,5,7,odd,Геометрическое моделирование в САПР,588-2,laboratory,3,after_breaking
15437,6,3,odd,Геометрическое моделирование в САПР,588-1,laboratory,3,after_breaking
15438,6,4,odd,Геометрическое моделирование в САПР,588-1,laboratory,3,after_breaking
15439,5,6,even,Геометрическое моделирование в САПР,588-1,laboratory,3,after_breaking
15440,5,7,even,Геометрическое моделирование в САПР,588-1,laboratory,3,after_breaking
15441,6,2,even,Геометрическое моделирование в САПРп,588-2,laboratory,3,after_breaking
15442,6,3,even,Геометрическое моделирование в САПР,588-2,laboratory,3,after_breaking
15451,5,1,even,Модели и методы анализа проектных решений,588-2,laboratory,3,after_breaking
15452,5,2,even,Модели и методы анализа проектных решений,588-2,laboratory,3,after_breaking
15453,5,4,even,Геометрическое моделирование в САПР,"588-1, 588-2",lecture,3,after_breaking
15453,5,4,even,Геометрическое моделирование в САПР,"588-1, 588-2",lecture,3,after_breaking
15456,6,5,even,Методы и средства защиты компьютерной информации,588-1,laboratory,3,after_breaking
15457,6,6,even,Методы и средства защиты компьютерной информации,588-1,laboratory,3,after_breaking
15458,1,7,odd,Лингвистическое и программное обеспечение САПР,588-2,research,3,after_breaking
15770,6,5,odd,Методы и средства защиты компьютерной информации,588-2,laboratory,3,after_breaking
15771,6,6,odd,Методы и средства защиты компьютерной информации,588-2,laboratory,3,after_breaking
17842,1,3,odd,Технология разработки программного обеспечения,438-1,laboratory,3,after_breaking
17843,1,4,odd,Технология разработки программного обеспечения,"438-1, 438-2, 448",lecture,3,after_breaking
17843,1,4,odd,Технология разработки программного обеспечения,"438-1, 438-2, 448",lecture,3,after_breaking
17845,1,5,odd,Обработка экспериментальных данных на ЭВМ ***,"438-1, 438-2, 498",lecture,3,after_breaking
17845,1,5,odd,Обработка экспериментальных данных на ЭВМ ***,"438-1, 438-2, 498",lecture,3,after_breaking
17846,1,6,odd,Организация и планирование производства,438-1,practice,3,after_breaking
17859,2,4,odd,Психология и педагогика,438-1,practice,3,after_breaking
17860,2,4,odd,Теория языков программирования и методы трансляции,438-2,practice,3,after_breaking
17861,2,5,odd,Теория языков программирования и методы трансляции,438-1,practice,3,after_breaking
17862,2,5,odd,Деловой этикет/Геополитика (по выбору),438-2,practice,3,after_breaking
17863,2,6,odd,Теория языков программирования и методы трансляции,"438-1, 438-2",lecture,3,after_breaking
17863,2,6,odd,Теория языков программирования и методы трансляции,"438-1, 438-2",lecture,3,after_breaking
17870,3,5,odd,Физическая культура и спорт,"408, 428-1, 428-2, 438-1, 438-2, 448, 478, 498",practice,3,after_breaking
17870,3,5,odd,Физическая культура и спорт,"408, 428-1, 428-2, 438-1, 438-2, 448, 478, 498",practice,3,after_breaking
17871,3,4,odd,Деловой этикет/Геополитика (по выбору),438-1,practice,3,after_breaking
17872,3,4,odd,Технология разработки программного обеспечения,438-2,laboratory,3,after_breaking
17873,3,6,odd,Исследование операций,"438-1, 438-2",lecture,3,after_breaking
17873,3,6,odd,Исследование операций,"438-1, 438-2",lecture,3,after_breaking
17898,4,1,odd,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-1,practice,3,after_breaking
17899,4,2,odd,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-1,practice,3,after_breaking
17900,4,3,odd,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-1,practice,3,after_breaking
17901,4,1,even,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-1,practice,3,after_breaking
17902,4,2,even,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-1,practice,3,after_breaking
17903,4,3,even,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-1,practice,3,after_breaking
17904,4,1,odd,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-2,practice,3,after_breaking
17908,4,2,odd,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-2,practice,3,after_breaking
17909,4,3,odd,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-2,practice,3,after_breaking
17910,4,1,even,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-2,practice,3,after_breaking
17911,4,2,even,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-2,practice,3,after_breaking
17912,4,3,even,Разработка объектно-ориентированных программных систем (ГПО 3 ***),438-2,practice,3,after_breaking
17951,5,5,odd,Деловой этикет/Геополитика (по выбору),"438-1, 438-2, 448",lecture,3,after_breaking
17951,5,5,odd,Деловой этикет/Геополитика (по выбору),"438-1, 438-2, 448",lecture,3,after_breaking
17952,5,6,odd,Теория языков программирования и методы трансляции,"438-1, 438-2",lecture,3,after_breaking
17952,5,6,odd,Теория языков программирования и методы трансляции,"438-1, 438-2",lecture,3,after_breaking
17959,6,3,odd,Человеко-машинное взаимодействие,"438-1, 438-2",lecture,3,after_breaking
17959,6,3,odd,Человеко-машинное взаимодействие,"438-1, 438-2",lecture,3,after_breaking
17962,6,4,odd,Организация и планирование производства,"428-1, 428-2, 438-1, 438-2",lecture,3,after_breaking
17962,6,4,odd,Организация и планирование производства,"428-1, 428-2, 438-1, 438-2",lecture,3,after_breaking
17964,6,5,odd,Исследование операций,438-1,laboratory,3,after_breaking
17965,6,6,odd,Исследование операций,438-1,laboratory,3,after_breaking
17993,1,3,even,Технология разработки программного обеспечения,438-2,laboratory,3,after_breaking
17998,1,4,even,Технология разработки программного обеспечения,"438-1, 438-2, 448",lecture,3,after_breaking
17998,1,4,even,Технология разработки программного обеспечения,"438-1, 438-2, 448",lecture,3,after_breaking
18001,1,5,even,Обработка экспериментальных данных на ЭВМ ***,"438-1, 438-2, 498",lecture,3,after_breaking
18001,1,5,even,Обработка экспериментальных данных на ЭВМ ***,"438-1, 438-2, 498",lecture,3,after_breaking
18010,1,6,even,Организация и планирование производства,438-2,practice,3,after_breaking
18025,2,3,even,Человеко-машинное взаимодействие,"438-1, 438-2",lecture,3,after_breaking
18025,2,3,even,Человеко-машинное взаимодействие,"438-1, 438-2",lecture,3,after_breaking
18026,2,4,even,Человеко-машинное взаимодействие,438-1,design,3,after_breaking
18027,2,4,even,Политология,"438-2, 498",practice,3,after_breaking
18038,2,5,even,Политология (региональный компонент),"408, 428-1, 428-2, 438-1, 438-2, 448, 498",lecture,3,after_breaking
18038,2,5,even,Политология (региональный компонент),"408, 428-1, 428-2, 438-1, 438-2, 448, 498",lecture,3,after_breaking
18045,2,6,even,Обработка экспериментальных данных на ЭВМ ***,"438-1, 438-2, 498",lecture,3,after_breaking
18045,2,6,even,Обработка экспериментальных данных на ЭВМ ***,"438-1, 438-2, 498",lecture,3,after_breaking
18054,3,5,even,Физическая культура и спорт,"408, 428-1, 428-2, 438-1, 438-2, 448, 478, 498",practice,3,after_breaking
18054,3,5,even,Физическая культура и спорт,"408, 428-1, 428-2, 438-1, 438-2, 448, 478, 498",practice,3,after_breaking
18056,3,4,even,Технология разработки программного обеспечения,438-1,laboratory,3,after_breaking
18057,3,4,even,Человеко-машинное взаимодействие,438-2,design,3,after_breaking
18060,3,6,even,Исследование операций,"438-1, 438-2",lecture,3,after_breaking
18060,3,6,even,Исследование операций,"438-1, 438-2",lecture,3,after_breaking
18076,5,4,even,Политология,438-1,practice,3,after_breaking
18079,5,5,even,Психология и педагогика,"438-1, 438-2, 448",lecture,3,after_breaking
18079,5,5,even,Психология и педагогика,"438-1, 438-2, 448",lecture,3,after_breaking
18080,5,6,even,Теория языков программирования и методы трансляции,"438-1, 438-2",lecture,3,after_breaking
18080,5,6,even,Теория языков программирования и методы трансляции,"438-1, 438-2",lecture,3,after_breaking
18099,6,4,even,Теория языков программирования и методы трансляции,438-1,practice,3,after_breaking
18106,6,3,even,Теория языков программирования и методы трансляции,438-2,practice,3,after_breaking
18107,6,4,even,Психология и педагогика,438-2,practice,3,after_breaking
18109,6,5,even,Исследование операций,438-2,laboratory,3,after_breaking
18110,6,6,even,Исследование операций,438-2,laboratory,3,after_breaking
18288,1,6,odd,Обработка экспериментальных данных на ЭВМ ***,438-2,laboratory,3,after_breaking
18289,1,7,odd,Обработка экспериментальных данных на ЭВМ ***,438-2,laboratory,3,after_breaking
18292,1,6,even,Обработка экспериментальных данных на ЭВМ ***,438-1,laboratory,3,after_breaking
18293,1,7,even,Обработка экспериментальных данных на ЭВМ ***,438-1,laboratory,3,after_breaking
18295,5,2,odd,Учебно-исследовательская работа 1 ***,438-1,laboratory,3,after_breaking
18296,5,3,odd,Учебно-исследовательская работа 1 ***,438-1,laboratory,3,after_breaking
18298,5,2,even,Учебно-исследовательская работа 1 ***,438-2,laboratory,3,after_breaking
18300,5,3,even,Учебно-исследовательская работа 1 ***,438-2,laboratory,3,after_breaking
22939,1,2,odd,Правоведение,"гр. 428-1, гр. 428-2, гр. 438-1, гр. 438-2, гр. 448",lecture,4,before_breaking
22939,1,2,odd,Правоведение,"гр. 428-1, гр. 428-2, гр. 438-1, гр. 438-2, гр. 448",lecture,4,before_breaking
22953,1,3,odd,Технология разработки программного обеспечения,"гр. 438-1, гр. 438-2, гр. 448",lecture,4,before_breaking
22953,1,3,odd,Технология разработки программного обеспечения,"гр. 438-1, гр. 438-2, гр. 448",lecture,4,before_breaking
22954,1,3,even,Технология разработки программного обеспечения,"гр. 438-1, гр. 438-2, гр. 448",lecture,4,before_breaking
22954,1,3,even,Технология разработки программного обеспечения,"гр. 438-1, гр. 438-2, гр. 448",lecture,4,before_breaking
22955,1,4,odd,Принятие управленческих решений (региональный компонент) ****,"гр. 438-1, гр. 438-2, гр. 448",lecture,4,before_breaking
22955,1,4,odd,Принятие управленческих решений (региональный компонент) ****,"гр. 438-1, гр. 438-2, гр. 448",lecture,4,before_breaking
22956,1,4,even,Принятие управленческих решений (региональный компонент) ****,"гр. 438-1, гр. 438-2, гр. 448, гр. 498",lecture,4,before_breaking
22956,1,4,even,Принятие управленческих решений (региональный компонент) ****,"гр. 438-1, гр. 438-2, гр. 448, гр. 498",lecture,4,before_breaking
23084,1,5,even,Психология и педагогика,"гр. 438-1, гр. 438-2, гр. 448",lecture,4,before_breaking
23084,1,5,even,Психология и педагогика,"гр. 438-1, гр. 438-2, гр. 448",lecture,4,before_breaking
23102,2,5,odd,Архитектура вычислительных систем,гр. 438-1,laboratory,4,before_breaking
23103,2,6,odd,Архитектура вычислительных систем,гр. 438-1,laboratory,4,before_breaking
23104,2,5,odd,Учебно-исследовательская работа 2 ****,гр. 438-2,laboratory,4,before_breaking
23105,2,6,odd,Учебно-исследовательская работа 2 ****,гр. 438-2,laboratory,4,before_breaking
23125,2,6,even,Учебно-исследовательская работа 2 ****,гр. 438-1,laboratory,4,before_breaking
23127,2,6,even,Архитектура вычислительных систем,гр. 438-2,laboratory,4,before_breaking
23128,2,5,even,Архитектура вычислительных систем,гр. 438-2,laboratory,4,before_breaking
23146,1,3,odd,Правоведение,"гр. 058, гр. 518, гр. 528-1, гр. 528-2, гр. 538, гр. 578, гр. 588-1, гр. 588-2",lecture,4,before_breaking
23146,1,3,odd,Правоведение,"гр. 058, гр. 518, гр. 528-1, гр. 528-2, гр. 538, гр. 578, гр. 588-1, гр. 588-2",lecture,4,before_breaking
23149,3,3,odd,Учебно-исследовательская работа 2 ****,гр. 438-1,laboratory,4,before_breaking
23150,3,4,odd,Учебно-исследовательская работа 2 ****,гр. 438-1,laboratory,4,before_breaking
23153,3,4,odd,Психология и педагогика,гр. 438-2,practice,4,before_breaking
23161,1,4,odd,Управление финансами предприятия / маркетинг (по выбору) ****,"гр. 058, гр. 518, гр. 528-1, гр. 528-2, гр. 538, гр. 578, гр. 588-1, гр. 588-2",lecture,4,before_breaking
23161,1,4,odd,Управление финансами предприятия / маркетинг (по выбору) ****,"гр. 058, гр. 518, гр. 528-1, гр. 528-2, гр. 538, гр. 578, гр. 588-1, гр. 588-2",lecture,4,before_breaking
23162,3,5,odd,Физическая культура и спорт,"408, 428-1, 428-2, 438-1, 438-2, 448, 478, 498",practice,4,before_breaking
23162,3,5,odd,Физическая культура и спорт,"408, 428-1, 428-2, 438-1, 438-2, 448, 478, 498",practice,4,before_breaking
23173,3,5,even,Физическая культура и спорт,"408, 428-1, 428-2, 438-1, 438-2, 448, 478, 498",practice,4,before_breaking
23173,3,5,even,Физическая культура и спорт,"408, 428-1, 428-2, 438-1, 438-2, 448, 478, 498",practice,4,before_breaking
23192,3,5,odd,Психология и педагогика,"гр. 058, гр. 518, гр. 528-1, гр. 528-2, гр. 538, гр. 578, гр. 588-1, гр. 588-2",lecture,4,before_breaking
23192,3,5,odd,Психология и педагогика,"гр. 058, гр. 518, гр. 528-1, гр. 528-2, гр. 538, гр. 578, гр. 588-1, гр. 588-2",lecture,4,before_breaking
23202,5,4,odd,Безопасность жизнедеятельности,"гр. 058, гр. 518, гр. 528-1, гр. 528-2, гр. 538, гр. 578, гр. 588-1, гр. 588-2",lecture,4,before_breaking
23202,5,4,odd,Безопасность жизнедеятельности,"гр. 058, гр. 518, гр. 528-1, гр. 528-2, гр. 538, гр. 578, гр. 588-1, гр. 588-2",lecture,4,before_breaking
23203,5,4,even,Безопасность жизнедеятельности,"гр. 058, гр. 518, гр. 528-1, гр. 528-2, гр. 538, гр. 578, гр. 588-1, гр. 588-2",lecture,4,before_breaking
23203,5,4,even,Безопасность жизнедеятельности,"гр. 058, гр. 518, гр. 528-1, гр. 528-2, гр. 538, гр. 578, гр. 588-1, гр. 588-2",lecture,4,before_breaking
23211,3,4,even,Сети ЭВМ и телекоммуникации,"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23211,3,4,even,Сети ЭВМ и телекоммуникации,"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23213,3,2,even,Учебно-исследовательская работа 2 ****,гр. 438-2,laboratory,4,before_breaking
23214,3,3,even,Учебно-исследовательская работа 2 ****,гр. 438-2,laboratory,4,before_breaking
23236,4,1,odd,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23236,4,1,odd,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23237,4,2,odd,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",practice,4,before_breaking
23237,4,2,odd,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",practice,4,before_breaking
23238,4,3,odd,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",practice,4,before_breaking
23238,4,3,odd,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",practice,4,before_breaking
23239,4,1,even,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",practice,4,before_breaking
23239,4,1,even,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",practice,4,before_breaking
23240,4,2,even,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",practice,4,before_breaking
23240,4,2,even,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",practice,4,before_breaking
23241,4,3,even,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",practice,4,before_breaking
23241,4,3,even,Проектирование и разработка прикладного программного обеспечения (ГПО 4 ****),"гр. 438-1, гр. 438-2",practice,4,before_breaking
23308,5,3,odd,Методы оптимизации / Теория оптимального управления (по выбору),"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23308,5,3,odd,Методы оптимизации / Теория оптимального управления (по выбору),"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23309,5,3,even,Методы оптимизации / Теория оптимального управления (по выбору),"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23309,5,3,even,Методы оптимизации / Теория оптимального управления (по выбору),"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23310,5,4,odd,Безопасность жизнедеятельности,"гр. 428-1, гр. 428-2, гр. 438-1, гр. 438-2",lecture,4,before_breaking
23310,5,4,odd,Безопасность жизнедеятельности,"гр. 428-1, гр. 428-2, гр. 438-1, гр. 438-2",lecture,4,before_breaking
23311,5,4,even,Безопасность жизнедеятельности,"гр. 428-1, гр. 428-2, гр. 438-1, гр. 438-2",lecture,4,before_breaking
23311,5,4,even,Безопасность жизнедеятельности,"гр. 428-1, гр. 428-2, гр. 438-1, гр. 438-2",lecture,4,before_breaking
23313,5,5,odd,Методы оптимизации / Теория оптимального управления (по выбору),гр. 438-1,practice,4,before_breaking
23314,5,6,odd,Методы оптимизации / Теория оптимального управления (по выбору),гр. 438-1,practice,4,before_breaking
23387,5,5,even,Методы оптимизации / Теория оптимального управления (по выбору),гр. 438-2,practice,4,before_breaking
23388,5,6,even,Методы оптимизации / Теория оптимального управления (по выбору),гр. 438-2,practice,4,before_breaking
23393,6,1,odd,Сети ЭВМ и телекоммуникации,гр. 438-2,laboratory,4,before_breaking
23394,6,2,odd,Сети ЭВМ и телекоммуникации,гр. 438-2,laboratory,4,before_breaking
23395,6,3,odd,Сети ЭВМ и телекоммуникации,"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23395,6,3,odd,Сети ЭВМ и телекоммуникации,"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23396,6,4,odd,Архитектура вычислительных систем,"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23396,6,4,odd,Архитектура вычислительных систем,"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23401,6,3,even,Сети ЭВМ и телекоммуникации,"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23401,6,3,even,Сети ЭВМ и телекоммуникации,"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23402,6,4,even,Архитектура вычислительных систем,"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23402,6,4,even,Архитектура вычислительных систем,"гр. 438-1, гр. 438-2",lecture,4,before_breaking
23404,6,1,even,Сети ЭВМ и телекоммуникации,гр. 438-1,laboratory,4,before_breaking
23405,6,2,even,Сети ЭВМ и телекоммуникации,гр. 438-1,laboratory,4,before_breaking
23447,1,5,even,Распределенные базы данных/Технология созданий Интернет-приложений (по выбору) ** *** ****,"гр. 588-1, гр. 588-2, гр. 589-1, гр. 589-2",laboratory,4,before_breaking
23447,1,5,even,Распределенные базы данных/Технология созданий Интернет-приложений (по выбору) ** *** ****,"гр. 588-1, гр. 588-2, гр. 589-1, гр. 589-2",laboratory,4,before_breaking
23481,1,5,odd,Методы оптимизации 1-2 (по выбору),гр. 588-1,laboratory,4,before_breaking
23482,1,6,odd,Методы оптимизации 1-2 (по выбору),гр. 588-1,laboratory,4,before_breaking
23486,1,5,odd,НИРС *** ****,гр. 588-2,laboratory,4,before_breaking
23487,1,6,odd,НИРС *** ****,гр. 588-2,laboratory,4,before_breaking
23522,1,2,even,Правоведение,гр. 588-2,practice,4,before_breaking
23523,1,3,even,Правоведение,гр. 588-1,practice,4,before_breaking
23525,1,3,even,Геометрическое моделирование в САПР,гр. 588-2,research,4,before_breaking
23526,1,4,even,Дисциплина 1 (по выбору) ****,"гр. 588-1, гр. 588-2",practice,4,before_breaking
23526,1,4,even,Дисциплина 1 (по выбору) ****,"гр. 588-1, гр. 588-2",practice,4,before_breaking
23558,2,4,odd,НИРС *** ****,гр. 588-1,laboratory,4,before_breaking
23559,2,4,odd,Геометрическое моделирование в САПР,гр. 588-2,research,4,before_breaking
23564,2,5,odd,Методы оптимизации 1-2 (по выбору),"гр. 588-1, гр. 588-2",lecture,4,before_breaking
23564,2,5,odd,Методы оптимизации 1-2 (по выбору),"гр. 588-1, гр. 588-2",lecture,4,before_breaking
23565,2,6,odd,Сети ЭВМ и телекоммуникации,гр. 588-1,laboratory,4,before_breaking
23567,2,7,odd,Сети ЭВМ и телекоммуникации,гр. 588-1,laboratory,4,before_breaking
23629,2,4,even,Геометрическое моделирование в САПР,гр. 588-1,research,4,before_breaking
23630,2,5,even,Методы оптимизации 1-2 (по выбору),"гр. 588-1, гр. 588-2",lecture,4,before_breaking
23630,2,5,even,Методы оптимизации 1-2 (по выбору),"гр. 588-1, гр. 588-2",lecture,4,before_breaking
23632,2,6,even,НИРС *** ****,гр. 588-1,laboratory,4,before_breaking
23633,2,6,even,Сети ЭВМ и телекоммуникации,гр. 588-2,laboratory,4,before_breaking
23634,2,7,even,Сети ЭВМ и телекоммуникации,гр. 588-2,laboratory,4,before_breaking
23647,3,4,even,Интеллектуальные подсистемы САПР,гр. 588-1,laboratory,4,before_breaking
23648,3,5,even,Интеллектуальные подсистемы САПР,гр. 588-1,laboratory,4,before_breaking
23649,3,6,even,Сети ЭВМ и телекоммуникации,гр. 588-1,laboratory,4,before_breaking
23650,3,7,even,Сети ЭВМ и телекоммуникации,гр. 588-1,laboratory,4,before_breaking
23651,3,5,even,Психология и педагогика *** ****,гр. 588-2,practice,4,before_breaking
23652,3,6,even,Интеллектуальные подсистемы САПР,гр. 588-2,laboratory,4,before_breaking
23653,3,7,even,Интеллектуальные подсистемы САПР,гр. 588-2,laboratory,4,before_breaking
23662,3,3,odd,Интеллектуальные подсистемы САПР,гр. 588-1,laboratory,4,before_breaking
23663,3,4,odd,Интеллектуальные подсистемы САПР,гр. 588-1,laboratory,4,before_breaking
23664,3,6,odd,Психология и педагогика *** ****,гр. 588-1,practice,4,before_breaking
23665,3,6,odd,Сети ЭВМ и телекоммуникации,гр. 588-2,laboratory,4,before_breaking
23666,3,7,odd,Сети ЭВМ и телекоммуникации,гр. 588-2,laboratory,4,before_breaking
