id,grade,student_id,discipline_semester_period_id,kind,marked_on,passed_on
1098694,4,11891,64489,kt_2,2019-05-05,
1098696,0,11889,64489,kt_2,2019-05-05,
1098698,4,11893,64489,kt_2,2019-05-05,
1098700,0,11894,64489,kt_2,2019-05-05,
1098703,5,11896,64489,kt_2,2019-05-05,
1098704,4,11897,64489,kt_2,2019-05-05,
1098707,5,11898,64489,kt_2,2019-05-05,
1098708,0,11899,64489,kt_2,2019-05-05,
1098710,4,11902,64489,kt_2,2019-05-05,
1098712,4,11903,64489,kt_2,2019-05-08,
1098716,4,11905,64489,kt_2,2019-05-05,
1098717,0,11906,64489,kt_2,2019-05-05,
1098719,4,11908,64489,kt_2,2019-05-05,
1098722,5,11910,64489,kt_2,2019-05-05,
1098725,3,11911,64489,kt_2,2019-05-05,
1098726,2,11912,64489,kt_2,2019-05-05,
1098729,0,11913,64489,kt_2,2019-05-05,
1098730,0,11914,64489,kt_2,2019-05-05,
1098731,0,11915,64489,kt_2,2019-05-05,
1098733,0,11916,64489,kt_2,2019-05-05,
1098734,3,11917,64489,kt_2,2019-05-05,
1098735,5,11918,64489,kt_2,2019-05-08,
1098736,3,11919,64489,kt_2,2019-05-05,
1098737,4,11920,64489,kt_2,2019-05-05,
1098738,5,11922,64489,kt_2,2019-05-05,
1098739,4,11889,64487,kt_2,2019-05-15,
1098740,4,11891,64487,kt_2,2019-05-05,
1098741,4,11893,64487,kt_2,2019-05-05,
1098742,5,11896,64487,kt_2,2019-05-05,
1098743,4,11897,64487,kt_2,2019-05-05,
1098744,5,11898,64487,kt_2,2019-05-05,
1098745,4,11899,64487,kt_2,2019-05-15,
1098746,4,11902,64487,kt_2,2019-05-08,
1098748,4,11903,64487,kt_2,2019-05-08,
1098749,4,11905,64487,kt_2,2019-05-05,
1098750,5,11906,64487,kt_2,2019-05-15,
1098751,4,11908,64487,kt_2,2019-05-05,
1098752,5,11910,64487,kt_2,2019-05-05,
1098753,3,11911,64487,kt_2,2019-05-05,
1098754,2,11912,64487,kt_2,2019-05-05,
1098755,3,11913,64487,kt_2,2019-05-15,
1098756,0,11914,64487,kt_2,2019-05-05,
1098757,0,11915,64487,kt_2,2019-05-05,
1098758,0,11916,64487,kt_2,2019-05-05,
1098759,3,11917,64487,kt_2,2019-05-05,
1098760,5,11918,64487,kt_2,2019-05-08,
1098761,3,11919,64487,kt_2,2019-05-05,
1098762,4,11920,64487,kt_2,2019-05-05,
1098763,5,11922,64487,kt_2,2019-05-05,
1098942,5,12100,64503,kt_2,2019-05-05,
1098943,3,12101,64503,kt_2,2019-05-05,
1098944,4,12102,64503,kt_2,2019-05-05,
1098945,4,12004,64495,kt_2,2019-05-05,
1098946,3,12103,64503,kt_2,2019-05-05,
1098947,4,12104,64503,kt_2,2019-05-05,
1098948,2,12106,64503,kt_2,2019-05-05,
1098949,4,12004,64497,kt_2,2019-05-05,
1098950,4,12108,64503,kt_2,2019-05-05,
1098951,3,12111,64503,kt_2,2019-05-05,
1098952,3,12113,64503,kt_2,2019-05-05,
1098953,3,12119,64503,kt_2,2019-05-05,
1098954,2,12121,64503,kt_2,2019-05-05,
1098955,3,12122,64503,kt_2,2019-05-05,
1098956,3,12124,64503,kt_2,2019-05-05,
1098957,4,12125,64503,kt_2,2019-05-05,
1098958,2,12126,64503,kt_2,2019-05-05,
1098959,0,12127,64503,kt_2,2019-05-05,
1098960,4,12128,64503,kt_2,2019-05-05,
1098961,3,12132,64503,kt_2,2019-05-05,
1098962,3,12133,64503,kt_2,2019-05-05,
1098963,5,12105,64503,kt_2,2019-05-05,
1098965,5,12107,64503,kt_2,2019-05-05,
1098968,4,12109,64503,kt_2,2019-05-05,
1098969,5,12112,64503,kt_2,2019-05-05,
1098973,0,12116,64503,kt_2,2019-05-05,
1098975,5,12117,64503,kt_2,2019-05-05,
1098977,0,12118,64503,kt_2,2019-05-05,
1098978,5,12123,64503,kt_2,2019-05-05,
1099000,5,12100,64505,kt_2,2019-05-05,
1099003,3,12101,64505,kt_2,2019-05-05,
1099004,4,12102,64505,kt_2,2019-05-05,
1099006,3,12103,64505,kt_2,2019-05-05,
1099008,4,12104,64505,kt_2,2019-05-05,
1099009,2,12106,64505,kt_2,2019-05-05,
1099010,4,12108,64505,kt_2,2019-05-05,
1099011,3,12111,64505,kt_2,2019-05-05,
1099012,3,12113,64505,kt_2,2019-05-05,
1099013,3,12119,64505,kt_2,2019-05-05,
1099015,2,12121,64505,kt_2,2019-05-05,
1099016,5,12123,64505,kt_2,2019-05-05,
1099017,3,12124,64505,kt_2,2019-05-05,
1099018,4,12125,64505,kt_2,2019-05-05,
1099019,2,12126,64505,kt_2,2019-05-05,
1099020,0,12127,64505,kt_2,2019-05-05,
1099021,4,12128,64505,kt_2,2019-05-05,
1099022,3,12132,64505,kt_2,2019-05-05,
1099023,3,12133,64505,kt_2,2019-05-05,
1099024,5,12105,64505,kt_2,2019-05-05,
1099025,5,12107,64505,kt_2,2019-05-05,
1099026,4,12109,64505,kt_2,2019-05-05,
1099027,5,12112,64505,kt_2,2019-05-05,
1099028,0,12116,64505,kt_2,2019-05-05,
1099029,5,12117,64505,kt_2,2019-05-05,
1099030,0,12118,64505,kt_2,2019-05-05,
1099062,4,12024,63173,kt_2,2019-05-05,
1099063,4,12025,63173,kt_2,2019-05-05,
1099064,3,12026,63173,kt_2,2019-05-05,
1099065,3,12027,63173,kt_2,2019-05-05,
1099066,2,12028,63173,kt_2,2019-05-05,
1099067,2,12029,63173,kt_2,2019-05-05,
1099068,3,12030,63173,kt_2,2019-05-05,
1099069,0,12031,63173,kt_2,2019-05-05,
1099070,4,12032,63173,kt_2,2019-05-05,
1099071,4,12033,63173,kt_2,2019-05-05,
1099072,0,12034,63173,kt_2,2019-05-05,
1099073,3,12035,63173,kt_2,2019-05-05,
1099074,2,12036,63173,kt_2,2019-05-05,
1099075,3,12037,63173,kt_2,2019-05-05,
1099076,3,12038,63173,kt_2,2019-05-05,
1099077,0,12039,63173,kt_2,2019-05-05,
1099078,0,12040,63173,kt_2,2019-05-05,
1099079,3,12043,63173,kt_2,2019-05-05,
1099080,3,12044,63173,kt_2,2019-05-05,
1099081,4,12045,63173,kt_2,2019-05-12,
1099082,2,12046,63173,kt_2,2019-05-05,
1099083,2,13747,63173,kt_2,2019-05-05,
1099084,3,12047,63173,kt_2,2019-05-05,
1099085,3,12048,63173,kt_2,2019-05-05,
1099086,0,12049,63173,kt_2,2019-05-05,
1099087,3,12050,63173,kt_2,2019-05-05,
1099088,3,13509,63173,kt_2,2019-05-05,
1099090,2,12160,63181,kt_2,2019-05-05,
1099091,3,12161,63181,kt_2,2019-05-05,
1099092,2,12162,63181,kt_2,2019-05-05,
1099093,3,12158,63181,kt_2,2019-05-05,
1099094,3,12157,63181,kt_2,2019-05-05,
1099095,3,12156,63181,kt_2,2019-05-05,
1099096,2,12155,63181,kt_2,2019-05-05,
1099097,3,12154,63181,kt_2,2019-05-05,
1099098,4,12151,63181,kt_2,2019-05-05,
1099099,4,12152,63181,kt_2,2019-05-05,
1099100,4,12153,63181,kt_2,2019-05-05,
1099101,0,12150,63181,kt_2,2019-05-05,
1099102,3,12149,63181,kt_2,2019-05-05,
1099103,0,12148,63181,kt_2,2019-05-05,
1099104,4,12147,63181,kt_2,2019-05-05,
1099105,3,12146,63181,kt_2,2019-05-05,
1099106,3,12145,63181,kt_2,2019-05-05,
1099107,0,12144,63181,kt_2,2019-05-05,
1099108,3,12143,63181,kt_2,2019-05-05,
1099109,2,12142,63181,kt_2,2019-05-05,
1099110,3,12135,63181,kt_2,2019-05-05,
1099111,3,12136,63181,kt_2,2019-05-05,
1099112,4,12137,63181,kt_2,2019-05-05,
1099113,3,12138,63181,kt_2,2019-05-05,
1099114,3,12139,63181,kt_2,2019-05-05,
1099115,3,12140,63181,kt_2,2019-05-05,
1099116,3,12141,63181,kt_2,2019-05-05,
1099123,4,12224,63189,kt_2,2019-05-05,
1099125,3,12225,63189,kt_2,2019-05-05,
1099131,3,12226,63189,kt_2,2019-05-05,
1099133,3,12227,63189,kt_2,2019-05-05,
1099136,2,12228,63189,kt_2,2019-05-05,
1099138,3,12229,63189,kt_2,2019-05-05,
1099139,2,12230,63189,kt_2,2019-05-05,
1099141,3,12231,63189,kt_2,2019-05-05,
1099142,3,12232,63189,kt_2,2019-05-05,
1099143,2,12233,63189,kt_2,2019-05-12,
1099144,3,12234,63189,kt_2,2019-05-05,
1099145,2,12235,63189,kt_2,2019-05-05,
1099146,2,12236,63189,kt_2,2019-05-05,
1099147,3,12237,63189,kt_2,2019-05-12,
1099148,3,12238,63189,kt_2,2019-05-05,
1099149,4,12239,63189,kt_2,2019-05-12,
1099150,3,12240,63189,kt_2,2019-05-05,
1099151,2,12241,63189,kt_2,2019-05-05,
1099152,2,12242,63189,kt_2,2019-05-05,
1099153,2,12243,63189,kt_2,2019-05-05,
1099154,4,12244,63189,kt_2,2019-05-05,
1099155,2,12245,63189,kt_2,2019-05-05,
1099156,3,12246,63189,kt_2,2019-05-05,
1099157,3,12247,63189,kt_2,2019-05-05,
1099158,4,12249,63189,kt_2,2019-05-05,
1099159,3,12250,63189,kt_2,2019-05-05,
1099717,5,12141,63186,kt_2,2019-05-06,
1100298,4,11246,64358,kt_2,2019-05-06,
1100533,0,11889,64488,kt_2,2019-05-06,
1100536,3,11890,64488,kt_2,2019-05-06,
1100539,5,11891,64488,kt_2,2019-05-06,
1100546,5,11892,64488,kt_2,2019-05-06,
1100547,5,11893,64488,kt_2,2019-05-06,
1100552,4,11896,64488,kt_2,2019-05-07,
1100553,5,11897,64488,kt_2,2019-05-07,
1100558,0,11894,64488,kt_2,2019-05-06,
1100564,5,11898,64488,kt_2,2019-05-07,
1100569,5,11899,64488,kt_2,2019-05-06,
1100572,0,11900,64488,kt_2,2019-05-06,
1100574,5,11901,64488,kt_2,2019-05-06,
1100589,3,11902,64488,kt_2,2019-05-06,
1100593,3,11903,64488,kt_2,2019-05-06,
1100595,0,11904,64488,kt_2,2019-05-06,
1100607,5,11905,64488,kt_2,2019-05-07,
1100609,4,11906,64488,kt_2,2019-05-06,
1100615,4,11907,64488,kt_2,2019-05-06,
1100618,4,11908,64488,kt_2,2019-05-06,
1100623,5,11909,64488,kt_2,2019-05-06,
1100624,5,11910,64488,kt_2,2019-05-06,
1100630,0,11911,64488,kt_2,2019-05-06,
1100637,4,11912,64488,kt_2,2019-05-06,
1100639,2,11913,64488,kt_2,2019-05-06,
1100661,5,11916,64488,kt_2,2019-05-06,
1100662,3,11917,64488,kt_2,2019-05-06,
1100665,5,11918,64488,kt_2,2019-05-06,
1100688,4,11920,64488,kt_2,2019-05-06,
1100689,5,11922,64488,kt_2,2019-05-06,
1100692,2,11919,64488,kt_2,2019-05-06,
1100698,0,11915,64488,kt_2,2019-05-06,
1100706,0,11914,64488,kt_2,2019-05-06,
1100889,5,11991,64496,kt_2,2019-05-06,
1100890,5,11992,64496,kt_2,2019-05-06,
1100891,5,11993,64496,kt_2,2019-05-06,
1100892,5,11994,64496,kt_2,2019-05-06,
1100893,2,11995,64496,kt_2,2019-05-06,
1100894,5,11996,64496,kt_2,2019-05-06,
1100895,0,11997,64496,kt_2,2019-05-06,
1100896,5,11998,64496,kt_2,2019-05-06,
1100898,5,11999,64496,kt_2,2019-05-06,
1100903,0,12000,64496,kt_2,2019-05-06,
1100905,5,12001,64496,kt_2,2019-05-06,
1100910,2,12002,64496,kt_2,2019-05-06,
1100911,3,12003,64496,kt_2,2019-05-06,
1100912,4,12004,64496,kt_2,2019-05-06,
1100914,4,12005,64496,kt_2,2019-05-06,
1100916,0,12006,64496,kt_2,2019-05-06,
1100918,5,12007,64496,kt_2,2019-05-06,
1100919,5,12008,64496,kt_2,2019-05-06,
1101038,0,12009,64496,kt_2,2019-05-06,
1101039,2,12011,64496,kt_2,2019-05-06,
1101045,0,12012,64496,kt_2,2019-05-06,
1101047,0,12013,64496,kt_2,2019-05-06,
1101053,4,12014,64496,kt_2,2019-05-06,
1101054,5,12015,64496,kt_2,2019-05-06,
1101055,5,12016,64496,kt_2,2019-05-06,
1101056,5,12017,64496,kt_2,2019-05-06,
1101057,0,12018,64496,kt_2,2019-05-06,
1101058,0,12023,64496,kt_2,2019-05-06,
1101059,0,12022,64496,kt_2,2019-05-06,
1101060,5,12021,64496,kt_2,2019-05-06,
1101061,2,12020,64496,kt_2,2019-05-06,
1101062,4,12019,64496,kt_2,2019-05-06,
1101065,5,12100,64504,kt_2,2019-05-06,
1101067,5,12101,64504,kt_2,2019-05-06,
1101068,0,12102,64504,kt_2,2019-05-06,
1101071,3,12103,64504,kt_2,2019-05-06,
1101073,5,12104,64504,kt_2,2019-05-06,
1101076,4,12105,64504,kt_2,2019-05-06,
1101083,5,12106,64504,kt_2,2019-05-06,
1101084,3,12107,64504,kt_2,2019-05-06,
1101085,3,12108,64504,kt_2,2019-05-06,
1101086,0,12109,64504,kt_2,2019-05-06,
1101087,5,12110,64504,kt_2,2019-05-06,
1101088,5,12111,64504,kt_2,2019-05-06,
1101089,0,12112,64504,kt_2,2019-05-06,
1101090,0,12113,64504,kt_2,2019-05-06,
1101091,5,12114,64504,kt_2,2019-05-06,
1101093,5,12116,64504,kt_2,2019-05-06,
1101094,5,12117,64504,kt_2,2019-05-06,
1101096,5,12118,64504,kt_2,2019-05-06,
1101103,5,12119,64504,kt_2,2019-05-06,
1101105,2,12120,64504,kt_2,2019-05-06,
1101110,2,12121,64504,kt_2,2019-05-06,
1101114,2,12122,64504,kt_2,2019-05-06,
1101115,2,12123,64504,kt_2,2019-05-06,
1101116,0,12124,64504,kt_2,2019-05-06,
1101117,3,12125,64504,kt_2,2019-05-06,
1101123,0,12126,64504,kt_2,2019-05-06,
1101125,0,12127,64504,kt_2,2019-05-06,
1101128,5,12128,64504,kt_2,2019-05-06,
1101130,0,12129,64504,kt_2,2019-05-06,
1101133,0,12130,64504,kt_2,2019-05-06,
1101137,3,12131,64504,kt_2,2019-05-06,
1101140,2,12132,64504,kt_2,2019-05-06,
1101146,0,12133,64504,kt_2,2019-05-06,
1101966,5,12110,64503,kt_2,2019-05-06,
1101970,5,12114,64503,kt_2,2019-05-06,
1101975,0,12120,64503,kt_2,2019-05-06,
1101979,0,12129,64503,kt_2,2019-05-06,
1101981,0,12130,64503,kt_2,2019-05-06,
1101984,4,12131,64503,kt_2,2019-05-06,
1101989,5,12110,64505,kt_2,2019-05-06,
1101993,0,12120,64505,kt_2,2019-05-06,
1101997,3,12122,64505,kt_2,2019-05-06,
1102000,0,12129,64505,kt_2,2019-05-06,
1102001,0,12130,64505,kt_2,2019-05-06,
1102002,0,12131,64505,kt_2,2019-05-06,
1103855,0,13537,62804,exam,2019-05-06,2019-05-04
1103868,4,13523,62810,exam,2019-05-06,2019-05-04
1103870,0,13721,62810,exam,2019-05-06,2019-05-04
1103871,5,14099,62810,exam,2019-05-06,2019-05-04
1103879,3,13524,62810,exam,2019-05-07,2019-05-04
1104024,4,11889,64485,kt_2,2019-05-06,
1104025,3,11890,64485,kt_2,2019-05-06,
1104026,3,11891,64485,kt_2,2019-05-06,
1104027,3,11892,64485,kt_2,2019-05-06,
1104028,3,11893,64485,kt_2,2019-05-06,
1104029,2,11894,64485,kt_2,2019-05-06,
1104030,4,11896,64485,kt_2,2019-05-06,
1104031,4,11897,64485,kt_2,2019-05-06,
1104032,3,11898,64485,kt_2,2019-05-06,
1104033,4,11899,64485,kt_2,2019-05-06,
1104034,3,11900,64485,kt_2,2019-05-06,
1104035,3,11901,64485,kt_2,2019-05-06,
1104036,4,11902,64485,kt_2,2019-05-06,
1104037,2,11904,64485,kt_2,2019-05-06,
1104038,3,11903,64485,kt_2,2019-05-06,
1104040,3,11905,64485,kt_2,2019-05-06,
1104041,4,11906,64485,kt_2,2019-05-06,
1104042,4,11907,64485,kt_2,2019-05-06,
1104043,3,11908,64485,kt_2,2019-05-06,
1104044,2,11909,64485,kt_2,2019-05-06,
1104045,5,11910,64485,kt_2,2019-05-06,
1104046,3,11911,64485,kt_2,2019-05-06,
1104047,4,11912,64485,kt_2,2019-05-06,
1104048,5,11913,64485,kt_2,2019-05-06,
1104049,2,11914,64485,kt_2,2019-05-06,
1104050,2,11915,64485,kt_2,2019-05-06,
1104051,3,11916,64485,kt_2,2019-05-06,
1104052,3,11917,64485,kt_2,2019-05-06,
1104053,5,11918,64485,kt_2,2019-05-06,
1104054,4,11919,64485,kt_2,2019-05-06,
1104055,3,11920,64485,kt_2,2019-05-06,
1104056,4,11922,64485,kt_2,2019-05-06,
1104057,4,11991,64493,kt_2,2019-05-06,
1104058,5,11992,64493,kt_2,2019-05-06,
1104059,4,11993,64493,kt_2,2019-05-06,
1104060,3,11994,64493,kt_2,2019-05-06,
1104061,3,11995,64493,kt_2,2019-05-06,
1104062,5,11996,64493,kt_2,2019-05-06,
1104063,2,11997,64493,kt_2,2019-05-06,
1104064,3,11998,64493,kt_2,2019-05-06,
1104065,4,11999,64493,kt_2,2019-05-06,
1104066,2,12000,64493,kt_2,2019-05-06,
1104067,5,12001,64493,kt_2,2019-05-06,
1104068,3,12002,64493,kt_2,2019-05-06,
1104069,4,12003,64493,kt_2,2019-05-06,
1104070,3,12004,64493,kt_2,2019-05-06,
1104071,4,12005,64493,kt_2,2019-05-06,
1104072,2,12006,64493,kt_2,2019-05-06,
1104073,2,12007,64493,kt_2,2019-05-06,
1104074,4,12008,64493,kt_2,2019-05-06,
1104075,3,12009,64493,kt_2,2019-05-06,
1104076,3,12011,64493,kt_2,2019-05-06,
1104077,3,12012,64493,kt_2,2019-05-06,
1104078,4,12013,64493,kt_2,2019-05-06,
1104079,4,12014,64493,kt_2,2019-05-06,
1104080,4,12015,64493,kt_2,2019-05-06,
1104081,4,12016,64493,kt_2,2019-05-06,
1104082,4,12017,64493,kt_2,2019-05-06,
1104083,4,12018,64493,kt_2,2019-05-06,
1104084,3,12019,64493,kt_2,2019-05-06,
1104085,3,12020,64493,kt_2,2019-05-06,
1104087,4,12021,64493,kt_2,2019-05-06,
1104088,3,12022,64493,kt_2,2019-05-06,
1104090,3,12023,64493,kt_2,2019-05-06,
1104093,4,12100,64501,kt_2,2019-05-06,
1104095,3,12101,64501,kt_2,2019-05-06,
1104098,2,12102,64501,kt_2,2019-05-06,
1104100,3,12103,64501,kt_2,2019-05-06,
1104101,4,12104,64501,kt_2,2019-05-06,
1104102,3,12105,64501,kt_2,2019-05-06,
1104104,5,12106,64501,kt_2,2019-05-06,
1104105,4,12107,64501,kt_2,2019-05-06,
1104106,4,12108,64501,kt_2,2019-05-06,
1104108,3,12109,64501,kt_2,2019-05-06,
1104109,4,12110,64501,kt_2,2019-05-06,
1104110,4,12111,64501,kt_2,2019-05-06,
1104111,2,12112,64501,kt_2,2019-05-06,
1104112,2,12113,64501,kt_2,2019-05-06,
1104113,4,12114,64501,kt_2,2019-05-06,
1104114,3,12116,64501,kt_2,2019-05-06,
1104115,5,12117,64501,kt_2,2019-05-06,
1104117,3,12118,64501,kt_2,2019-05-06,
1104119,3,12119,64501,kt_2,2019-05-06,
1104120,3,12120,64501,kt_2,2019-05-06,
1104122,3,12121,64501,kt_2,2019-05-06,
1104124,4,12122,64501,kt_2,2019-05-06,
1104126,3,12123,64501,kt_2,2019-05-06,
1104127,2,12124,64501,kt_2,2019-05-06,
1104129,4,12125,64501,kt_2,2019-05-06,
1104132,3,12126,64501,kt_2,2019-05-06,
1104134,2,12127,64501,kt_2,2019-05-06,
1104135,4,12128,64501,kt_2,2019-05-06,
1104136,2,12129,64501,kt_2,2019-05-06,
1104137,2,12130,64501,kt_2,2019-05-06,
1104138,3,12131,64501,kt_2,2019-05-06,
1104139,2,12132,64501,kt_2,2019-05-06,
1104140,3,12133,64501,kt_2,2019-05-06,
1104507,2,11844,63950,kt_2,2019-05-07,
1104509,2,11845,63950,kt_2,2019-05-07,
1104510,2,11846,63950,kt_2,2019-05-07,
1104511,2,11847,63950,kt_2,2019-05-07,
1104512,3,11848,63950,kt_2,2019-05-07,
1104513,2,11849,63950,kt_2,2019-05-07,
1104515,3,11850,63950,kt_2,2019-05-07,
1104516,2,11851,63950,kt_2,2019-05-07,
1104518,3,11852,63950,kt_2,2019-05-07,
1104519,3,11854,63950,kt_2,2019-05-07,
1104521,0,11855,63950,kt_2,2019-05-07,
1104522,2,11856,63950,kt_2,2019-05-07,
1104523,2,11857,63950,kt_2,2019-05-07,
1104525,3,11859,63950,kt_2,2019-05-07,
1104527,3,11861,63950,kt_2,2019-05-07,
1104528,2,11862,63950,kt_2,2019-05-07,
1104529,2,11863,63950,kt_2,2019-05-07,
1104535,3,11926,63958,kt_2,2019-05-07,
1104540,3,11932,63958,kt_2,2019-05-07,
1104541,2,11934,63958,kt_2,2019-05-07,
1104543,2,11936,63958,kt_2,2019-05-07,
1104544,2,11937,63958,kt_2,2019-05-07,
1104547,3,11940,63958,kt_2,2019-05-07,
1104548,2,11941,63958,kt_2,2019-05-07,
1104708,5,13223,64718,kt_2,2019-05-07,
1104709,0,13224,64718,kt_2,2019-05-07,
1104710,4,13225,64718,kt_2,2019-05-07,
1104711,0,13226,64718,kt_2,2019-05-07,
1104712,5,13227,64718,kt_2,2019-05-07,
1104713,0,13228,64718,kt_2,2019-05-07,
1104714,0,13229,64718,kt_2,2019-05-07,
1104715,5,13230,64718,kt_2,2019-05-07,
1104716,3,13231,64718,kt_2,2019-05-07,
1104717,5,13779,64718,kt_2,2019-05-07,
1104718,0,13232,64718,kt_2,2019-05-07,
1104719,5,13233,64718,kt_2,2019-05-07,
1104720,5,13234,64718,kt_2,2019-05-07,
1104721,5,13235,64718,kt_2,2019-05-07,
1104722,0,13237,64718,kt_2,2019-05-07,
1104723,0,13239,64718,kt_2,2019-05-07,
1104724,5,13241,64718,kt_2,2019-05-07,
1104725,4,13243,64718,kt_2,2019-05-07,
1105109,0,13247,63137,kt_2,2019-05-07,
1105218,0,13247,63139,kt_2,2019-05-07,
1105266,5,11861,63957,kt_2,2019-05-07,
1105270,2,11855,63957,kt_2,2019-05-07,
1105276,2,11857,63957,kt_2,2019-05-07,
1105282,3,11847,63957,kt_2,2019-05-07,
1105286,3,11863,63957,kt_2,2019-05-07,
1105287,3,11849,63957,kt_2,2019-05-07,
1105290,5,11852,63957,kt_2,2019-05-07,
1105293,4,11844,63957,kt_2,2019-05-07,
1105295,4,11845,63957,kt_2,2019-05-07,
1105296,4,11846,63957,kt_2,2019-05-07,
1105298,4,11848,63957,kt_2,2019-05-07,
1105299,4,11850,63957,kt_2,2019-05-07,
1105301,4,11851,63957,kt_2,2019-05-07,
1105307,4,11854,63957,kt_2,2019-05-07,
1105310,4,11856,63957,kt_2,2019-05-07,
1105313,4,11859,63957,kt_2,2019-05-07,
1105314,4,11862,63957,kt_2,2019-05-07,
1105340,2,11941,63965,kt_2,2019-05-07,
1105349,3,11936,63965,kt_2,2019-05-07,
1105373,4,11926,63965,kt_2,2019-05-07,
1105379,4,11932,63965,kt_2,2019-05-07,
1105382,4,11934,63965,kt_2,2019-05-07,
1105385,4,11937,63965,kt_2,2019-05-07,
1105389,4,11940,63965,kt_2,2019-05-07,
1105563,5,13223,64719,kt_2,2019-05-07,
1105564,0,13224,64719,kt_2,2019-05-07,
1105565,0,13225,64719,kt_2,2019-05-07,
1105566,4,13226,64719,kt_2,2019-05-07,
1105567,3,13227,64719,kt_2,2019-05-07,
1105568,4,13228,64719,kt_2,2019-05-07,
1105569,0,13229,64719,kt_2,2019-05-07,
1105570,5,13230,64719,kt_2,2019-05-07,
1105571,0,13231,64719,kt_2,2019-05-07,
1105572,3,13779,64719,kt_2,2019-05-07,
1105573,0,13232,64719,kt_2,2019-05-07,
1105574,5,13233,64719,kt_2,2019-05-07,
1105575,3,13234,64719,kt_2,2019-05-07,
1105576,5,13235,64719,kt_2,2019-05-07,
1105577,3,13237,64719,kt_2,2019-05-07,
1105578,3,13239,64719,kt_2,2019-05-07,
1105579,3,13241,64719,kt_2,2019-05-07,
1105580,0,13243,64719,kt_2,2019-05-07,
1105605,2,13743,63168,kt_2,2019-05-07,
1105853,5,11270,63152,kt_2,2019-05-07,
1105942,2,13743,63169,kt_2,2019-05-07,
1106173,3,11270,63153,kt_2,2019-05-07,
1107143,5,11246,64357,kt_2,2019-05-07,
1107188,0,11997,64490,kt_2,2019-05-07,
1107189,0,12000,64490,kt_2,2019-05-07,
1107190,4,12002,64490,kt_2,2019-05-07,
1107191,4,12003,64490,kt_2,2019-05-07,
1107192,2,12006,64490,kt_2,2019-05-07,
1107193,0,12022,64490,kt_2,2019-05-07,
1107194,3,12023,64490,kt_2,2019-05-07,
1107195,5,11991,64490,kt_2,2019-05-07,
1107196,5,11992,64490,kt_2,2019-05-07,
1107197,5,11996,64490,kt_2,2019-05-07,
1107198,5,11995,64490,kt_2,2019-05-07,
1107199,5,11994,64490,kt_2,2019-05-07,
1107200,5,11993,64490,kt_2,2019-05-07,
1107201,5,11998,64490,kt_2,2019-05-07,
1107202,5,11999,64490,kt_2,2019-05-07,
1107203,5,12001,64490,kt_2,2019-05-07,
1107204,5,12004,64490,kt_2,2019-05-07,
1107205,5,12005,64490,kt_2,2019-05-07,
1107206,5,12007,64490,kt_2,2019-05-07,
1107207,5,12008,64490,kt_2,2019-05-07,
1107208,5,12009,64490,kt_2,2019-05-07,
1107209,5,12011,64490,kt_2,2019-05-07,
1107210,5,12012,64490,kt_2,2019-05-07,
1107211,5,12013,64490,kt_2,2019-05-07,
1107212,5,12014,64490,kt_2,2019-05-07,
1107213,5,12015,64490,kt_2,2019-05-07,
1107214,5,12016,64490,kt_2,2019-05-07,
1107215,5,12017,64490,kt_2,2019-05-07,
1107216,5,12018,64490,kt_2,2019-05-07,
1107217,5,12019,64490,kt_2,2019-05-07,
1107218,5,12020,64490,kt_2,2019-05-07,
1107219,5,12021,64490,kt_2,2019-05-07,
1107220,2,12102,64498,kt_2,2019-05-07,
1107221,4,12105,64498,kt_2,2019-05-07,
1107222,0,12109,64498,kt_2,2019-05-07,
1107223,4,12120,64498,kt_2,2019-05-07,
1107224,3,12124,64498,kt_2,2019-05-07,
1107225,2,12126,64498,kt_2,2019-05-07,
1107226,0,12127,64498,kt_2,2019-05-07,
1107227,0,12129,64498,kt_2,2019-05-07,
1107228,3,12130,64498,kt_2,2019-05-07,
1107229,4,12132,64498,kt_2,2019-05-07,
1107230,5,12133,64498,kt_2,2019-05-07,
1107231,5,12131,64498,kt_2,2019-05-07,
1107232,5,12128,64498,kt_2,2019-05-07,
1107233,5,12125,64498,kt_2,2019-05-07,
1107234,5,12123,64498,kt_2,2019-05-07,
1107235,5,12122,64498,kt_2,2019-05-07,
1107236,5,12121,64498,kt_2,2019-05-07,
1107237,5,12119,64498,kt_2,2019-05-07,
1107238,5,12118,64498,kt_2,2019-05-07,
1107239,5,12117,64498,kt_2,2019-05-07,
1107240,5,12116,64498,kt_2,2019-05-07,
1107241,5,12114,64498,kt_2,2019-05-07,
1107242,5,12113,64498,kt_2,2019-05-07,
1107243,5,12112,64498,kt_2,2019-05-07,
1107244,5,12111,64498,kt_2,2019-05-07,
1107245,5,12110,64498,kt_2,2019-05-07,
1107246,5,12108,64498,kt_2,2019-05-07,
1107247,5,12107,64498,kt_2,2019-05-07,
1107248,5,12106,64498,kt_2,2019-05-07,
1107249,5,12104,64498,kt_2,2019-05-07,
1107250,5,12103,64498,kt_2,2019-05-07,
1107251,5,12101,64498,kt_2,2019-05-07,
1107252,5,12100,64498,kt_2,2019-05-07,
1108206,5,12224,63193,kt_2,2019-05-08,
1108207,5,12225,63193,kt_2,2019-05-08,
1108208,5,12226,63193,kt_2,2019-05-08,
1108209,3,12227,63193,kt_2,2019-05-08,
