id,grade,student_id,discipline_semester_period_id,kind,marked_on,passed_on
1261489,5,12033,74419,qualification,2020-01-10,2019-12-25
1261490,5,12034,74419,qualification,2020-01-10,2019-12-25
1261491,5,12035,74419,qualification,2020-01-10,2019-12-25
1261492,5,12036,74419,qualification,2020-01-10,2019-12-25
1261493,5,12037,74419,qualification,2020-01-10,2019-12-25
1261494,5,12038,74419,qualification,2020-01-10,2019-12-25
1261495,5,12039,74419,qualification,2020-01-10,2019-12-25
1261496,5,12043,74419,qualification,2020-01-10,2019-12-25
1261497,5,12044,74419,qualification,2020-01-10,2019-12-25
1261498,5,12045,74419,qualification,2020-01-10,2019-12-25
1261499,5,12046,74419,qualification,2020-01-10,2019-12-25
1261500,5,13747,74419,qualification,2020-01-10,2019-12-25
1261501,5,12047,74419,qualification,2020-01-10,2019-12-25
1261502,5,12048,74419,qualification,2020-01-10,2019-12-25
1261503,5,12049,74419,qualification,2020-01-10,2019-12-25
1261504,5,12050,74419,qualification,2020-01-10,2019-12-25
1261524,5,12135,74425,qualification,2020-01-10,2019-12-25
1261525,5,12136,74425,qualification,2020-01-10,2019-12-25
1261529,5,12137,74425,qualification,2020-01-10,2019-12-25
1261530,5,12138,74425,qualification,2020-01-10,2019-12-25
1261531,5,12139,74425,qualification,2020-01-10,2019-12-25
1261532,5,12140,74425,qualification,2020-01-10,2019-12-25
1261533,5,12141,74425,qualification,2020-01-10,2019-12-25
1261534,5,12142,74425,qualification,2020-01-10,2019-12-25
1261535,5,12143,74425,qualification,2020-01-10,2019-12-25
1261536,5,12144,74425,qualification,2020-01-10,2019-12-25
1261537,5,12145,74425,qualification,2020-01-10,2019-12-25
1261538,5,12146,74425,qualification,2020-01-10,2019-12-25
1261540,5,12147,74425,qualification,2020-01-10,2019-12-25
1261541,5,12149,74425,qualification,2020-01-10,2019-12-25
1261542,5,12150,74425,qualification,2020-01-10,2019-12-25
1261543,5,12151,74425,qualification,2020-01-10,2019-12-25
1261544,5,12152,74425,qualification,2020-01-10,2019-12-25
1261546,5,12153,74425,qualification,2020-01-10,2019-12-25
1261547,5,12154,74425,qualification,2020-01-10,2019-12-25
1261549,5,12155,74425,qualification,2020-01-10,2019-12-25
1261550,5,12156,74425,qualification,2020-01-10,2019-12-25
1261551,5,12157,74425,qualification,2020-01-10,2019-12-25
1261553,5,12158,74425,qualification,2020-01-10,2019-12-25
1261565,5,12160,74425,qualification,2020-01-10,2019-12-25
1261566,5,12161,74425,qualification,2020-01-10,2019-12-25
1261567,5,12162,74425,qualification,2020-01-10,2019-12-25
1261626,5,12224,74431,qualification,2020-01-10,2019-12-25
1261627,5,12225,74431,qualification,2020-01-10,2019-12-25
1261629,5,12226,74431,qualification,2020-01-10,2019-12-25
1261630,5,12227,74431,qualification,2020-01-10,2019-12-25
1261631,5,12228,74431,qualification,2020-01-10,2019-12-25
1261632,5,12229,74431,qualification,2020-01-10,2019-12-25
1261633,5,12230,74431,qualification,2020-01-10,2019-12-25
1261634,5,12231,74431,qualification,2020-01-10,2019-12-25
1261635,5,12232,74431,qualification,2020-01-10,2019-12-25
1261636,5,12233,74431,qualification,2020-01-10,2019-12-25
1261637,5,12234,74431,qualification,2020-01-10,2019-12-25
1261638,5,12235,74431,qualification,2020-01-10,2019-12-25
1261639,5,12236,74431,qualification,2020-01-10,2019-12-25
1261640,5,12237,74431,qualification,2020-01-10,2019-12-25
1261641,5,12238,74431,qualification,2020-01-10,2019-12-25
1261642,5,12239,74431,qualification,2020-01-10,2019-12-25
1261643,5,12240,74431,qualification,2020-01-10,2019-12-25
1261644,5,12241,74431,qualification,2020-01-10,2019-12-25
1261645,5,12243,74431,qualification,2020-01-10,2019-12-25
1261647,5,12244,74431,qualification,2020-01-10,2019-12-25
1261649,5,12245,74431,qualification,2020-01-10,2019-12-25
1261650,5,12246,74431,qualification,2020-01-10,2019-12-25
1261652,5,12247,74431,qualification,2020-01-10,2019-12-25
1261655,5,12249,74431,qualification,2020-01-10,2019-12-25
1261656,5,12250,74431,qualification,2020-01-10,2019-12-25
1263100,5,11845,74538,qualification,2020-01-10,2019-12-30
1263102,5,11846,74538,qualification,2020-01-10,2019-12-30
1263103,5,11848,74538,qualification,2020-01-10,2019-12-30
1263104,5,11850,74538,qualification,2020-01-10,2019-12-30
1263105,5,11851,74538,qualification,2020-01-10,2019-12-30
1263106,5,11852,74538,qualification,2020-01-10,2019-12-30
1263107,5,11854,74538,qualification,2020-01-10,2019-12-30
1263108,5,11857,74538,qualification,2020-01-10,2019-12-30
1263109,5,11859,74538,qualification,2020-01-10,2019-12-30
1263110,5,11861,74538,qualification,2020-01-10,2019-12-30
1263111,5,11862,74538,qualification,2020-01-10,2019-12-30
1263112,5,11863,74538,qualification,2020-01-10,2019-12-30
1263173,5,11926,74544,qualification,2020-01-10,2019-12-30
1263717,5,11889,74939,qualification,2020-07-15,2020-05-06
1263718,0,11900,74939,qualification,2020-01-10,2019-12-30
1263719,5,11890,74939,qualification,2020-01-10,2019-12-30
1263720,5,11891,74939,qualification,2020-01-10,2019-12-30
1263721,5,11892,74939,qualification,2020-01-10,2019-12-30
1263722,5,11893,74939,qualification,2020-01-10,2019-12-30
1263723,5,11896,74939,qualification,2020-01-10,2019-12-30
1263724,5,11897,74939,qualification,2020-01-10,2019-12-30
1263725,5,11898,74939,qualification,2020-01-10,2019-12-30
1263726,5,11899,74939,qualification,2020-01-10,2019-12-30
1263727,5,11901,74939,qualification,2020-01-10,2019-12-30
1263728,5,11902,74939,qualification,2020-01-10,2019-12-30
1263729,5,11903,74939,qualification,2020-01-29,2019-12-30
1263730,0,11904,74939,qualification,2020-01-10,2019-12-30
1263734,5,11905,74939,qualification,2020-01-10,2019-12-30
1263736,5,11906,74939,qualification,2020-01-10,2019-12-30
1263738,5,11907,74939,qualification,2020-01-10,2019-12-30
1263741,5,11908,74939,qualification,2020-01-10,2019-12-30
1263744,5,11909,74939,qualification,2020-01-10,2019-12-30
1263746,5,11910,74939,qualification,2020-01-10,2019-12-30
1263747,5,11911,74939,qualification,2020-03-11,2020-03-10
1263748,5,11912,74939,qualification,2020-01-29,2019-12-30
1263749,0,11913,74939,qualification,2020-01-10,2019-12-30
1263750,5,11916,74939,qualification,2020-06-15,2020-06-13
1263751,5,11917,74939,qualification,2020-12-28,2020-12-19
1263752,5,11918,74939,qualification,2020-01-10,2019-12-30
1263753,0,11919,74939,qualification,2020-01-10,2019-12-30
1263754,5,11920,74939,qualification,2020-01-29,2019-12-30
1263755,5,11922,74939,qualification,2020-01-10,2019-12-30
1263777,5,11991,74947,qualification,2020-01-10,2019-12-30
1263778,5,11992,74947,qualification,2020-01-10,2019-12-30
1263779,5,11993,74947,qualification,2020-01-10,2019-12-30
1263780,5,11994,74947,qualification,2020-01-10,2019-12-30
1263781,5,11995,74947,qualification,2020-06-15,2020-06-13
1263790,5,11996,74947,qualification,2020-01-10,2019-12-30
1263793,5,11998,74947,qualification,2020-01-10,2019-12-30
1263794,5,11999,74947,qualification,2020-01-10,2019-12-30
1263795,5,12001,74947,qualification,2020-01-10,2019-12-30
1263796,5,12002,74947,qualification,2020-06-15,2020-06-13
1263797,0,12003,74947,qualification,2020-01-10,2019-12-30
1263798,5,12004,74947,qualification,2020-01-10,2019-12-30
1263799,5,12005,74947,qualification,2020-03-11,2020-03-07
1263800,0,12007,74947,qualification,2020-01-10,2019-12-30
1263801,5,12008,74947,qualification,2020-01-10,2019-12-30
1263802,0,12009,74947,qualification,2020-01-10,2019-12-30
1263803,0,12011,74947,qualification,2020-01-10,2019-12-30
1263804,5,12012,74947,qualification,2020-01-10,2019-12-30
1263805,5,12013,74947,qualification,2020-03-11,2020-03-10
1263806,5,12014,74947,qualification,2020-06-15,2020-06-13
1263807,5,12015,74947,qualification,2020-01-10,2019-12-30
1263808,5,12016,74947,qualification,2020-01-10,2019-12-30
1263809,5,12017,74947,qualification,2020-01-10,2019-12-30
1263810,5,12019,74947,qualification,2020-01-10,2019-12-30
1263811,5,12021,74947,qualification,2020-01-10,2019-12-30
1263812,0,12022,74947,qualification,2020-01-10,2019-12-30
1263814,5,12023,74947,qualification,2020-01-29,2019-12-30
1263831,5,12100,74955,qualification,2020-01-10,2019-12-30
1263834,5,12101,74955,qualification,2020-01-10,2019-12-30
1263835,0,12102,74955,qualification,2020-01-10,2019-12-30
1263836,5,12103,74955,qualification,2020-01-29,2019-12-30
1263837,5,12104,74955,qualification,2020-01-10,2019-12-30
1263838,5,12105,74955,qualification,2020-01-10,2019-12-30
1263839,5,12106,74955,qualification,2020-01-10,2019-12-30
1263840,5,12107,74955,qualification,2020-01-10,2019-12-30
1263841,5,12108,74955,qualification,2020-01-10,2019-12-30
1263842,5,12109,74955,qualification,2020-11-18,2020-10-03
1263843,5,12110,74955,qualification,2020-01-10,2019-12-30
1263844,5,12111,74955,qualification,2020-01-10,2019-12-30
1263847,5,12114,74955,qualification,2020-01-10,2019-12-30
1263850,5,12116,74955,qualification,2020-01-10,2019-12-30
1263851,5,12117,74955,qualification,2020-01-10,2019-12-30
1263853,5,12118,74955,qualification,2020-01-10,2019-12-30
1263855,5,12119,74955,qualification,2020-01-10,2019-12-30
1263856,5,12120,74955,qualification,2020-12-25,2020-12-23
1263858,0,12121,74955,qualification,2020-01-10,2019-12-30
1263860,5,12122,74955,qualification,2020-06-19,2020-06-10
1263862,5,12123,74955,qualification,2020-01-10,2019-12-30
1263863,0,12124,74955,qualification,2020-01-10,2019-12-30
1263865,5,12125,74955,qualification,2020-01-10,2019-12-30
1263867,0,12126,74955,qualification,2020-01-10,2019-12-30
1263869,0,12127,74955,qualification,2020-01-10,2019-12-30
1263871,5,12128,74955,qualification,2020-01-10,2019-12-30
1263873,5,12130,74955,qualification,2020-06-19,2020-06-10
1263874,0,12131,74955,qualification,2020-01-10,2019-12-30
1263875,5,12132,74955,qualification,2020-03-25,2020-03-04
1263877,0,12133,74955,qualification,2020-01-10,2019-12-30
1263920,5,11893,74945,qualification,2020-01-10,2019-12-24
1263921,5,11896,74945,qualification,2020-01-10,2019-12-24
1263922,5,11897,74945,qualification,2020-01-10,2019-12-24
1263923,5,11898,74945,qualification,2020-01-10,2019-12-24
1263924,5,11899,74945,qualification,2020-01-10,2019-12-24
1263925,5,11900,74945,qualification,2020-01-10,2019-12-24
1263926,5,11901,74945,qualification,2020-01-10,2019-12-24
1263927,5,11902,74945,qualification,2020-01-10,2019-12-24
1263928,5,11903,74945,qualification,2020-01-10,2019-12-24
1263929,5,11904,74945,qualification,2020-01-10,2019-12-24
1263931,5,11905,74945,qualification,2020-01-10,2019-12-24
1263932,5,11906,74945,qualification,2020-01-10,2019-12-24
1263933,5,11907,74945,qualification,2020-01-10,2019-12-24
1263935,5,11908,74945,qualification,2020-01-10,2019-12-24
1263936,5,11909,74945,qualification,2020-01-10,2019-12-24
1263937,5,11910,74945,qualification,2020-01-10,2019-12-24
1263938,5,11911,74945,qualification,2020-01-10,2019-12-24
1263939,5,11912,74945,qualification,2020-01-10,2019-12-24
1265696,5,13743,74413,exam,2020-01-13,2020-01-13
1266337,4,11270,74400,exam,2020-01-13,2020-01-13
1266720,4,11926,74541,exam,2020-01-13,2020-01-13
1266725,3,11932,74541,exam,2020-01-13,2020-01-13
1266726,0,11934,74541,exam,2020-01-13,2020-01-13
1266730,0,11936,74541,exam,2020-01-13,2020-01-13
1266732,0,11937,74541,exam,2020-01-13,2020-01-13
1266741,4,11940,74541,exam,2020-01-13,2020-01-13
1266744,4,11844,74535,exam,2020-01-27,2020-01-23
1266745,4,11845,74535,exam,2020-01-27,2020-01-23
1266747,4,11846,74535,exam,2020-01-27,2020-01-23
1266748,3,11847,74535,exam,2020-01-27,2020-01-23
1266749,4,11848,74535,exam,2020-01-27,2020-01-23
1266750,3,11849,74535,exam,2020-01-27,2020-01-23
1266751,4,11850,74535,exam,2020-01-27,2020-01-23
1266752,4,11851,74535,exam,2020-01-27,2020-01-23
1266753,5,11852,74535,exam,2020-01-27,2020-01-23
1266754,5,11854,74535,exam,2020-01-27,2020-01-23
1266755,3,11856,74535,exam,2020-01-27,2020-01-23
1266756,5,11857,74535,exam,2020-01-27,2020-01-23
1266757,5,11859,74535,exam,2020-01-27,2020-01-23
1266758,5,11861,74535,exam,2020-01-27,2020-01-23
1266759,4,11862,74535,exam,2020-01-27,2020-01-23
1266762,4,11863,74535,exam,2020-01-27,2020-01-23
1266877,5,11246,74880,qualification,2020-01-13,2019-12-23
1267260,5,12024,74421,exam,2020-01-13,2020-01-13
1267261,5,12025,74421,exam,2020-01-13,2020-01-13
1267262,5,12026,74421,exam,2020-01-13,2020-01-13
1267263,5,12027,74421,exam,2020-01-13,2020-01-13
1267264,5,12029,74421,exam,2020-01-13,2020-01-13
1267265,4,13509,74421,exam,2020-01-13,2020-01-13
1267266,5,12030,74421,exam,2020-01-13,2020-01-13
1267268,5,12032,74421,exam,2020-01-13,2020-01-13
1267269,4,12033,74421,exam,2020-01-13,2020-01-13
1267270,4,12034,74421,exam,2020-01-13,2020-01-13
1267271,5,12035,74421,exam,2020-01-13,2020-01-13
1267272,3,12036,74421,exam,2020-01-13,2020-01-13
1267273,4,12037,74421,exam,2020-01-13,2020-01-13
1267274,5,12043,74421,exam,2020-01-13,2020-01-13
1267275,4,12044,74421,exam,2020-01-13,2020-01-13
1267276,4,12045,74421,exam,2020-01-13,2020-01-13
1267277,5,12047,74421,exam,2020-01-13,2020-01-13
1267278,5,12048,74421,exam,2020-01-13,2020-01-13
1267279,4,12050,74421,exam,2020-01-13,2020-01-13
1267280,4,11845,74540,exam,2020-01-13,2020-01-13
1267282,4,11846,74540,exam,2020-01-13,2020-01-13
1267283,5,11848,74540,exam,2020-01-13,2020-01-13
1267284,4,11850,74540,exam,2020-01-13,2020-01-13
1267285,4,11851,74540,exam,2020-01-13,2020-01-13
1267286,4,11852,74540,exam,2020-01-13,2020-01-13
1267287,5,11854,74540,exam,2020-01-13,2020-01-13
1267288,5,11857,74540,exam,2020-01-13,2020-01-13
1267289,5,11859,74540,exam,2020-01-13,2020-01-13
1267290,5,11861,74540,exam,2020-01-13,2020-01-13
1267291,4,11862,74540,exam,2020-01-13,2020-01-13
1267292,5,11863,74540,exam,2020-01-13,2020-01-13
1268867,5,13247,74382,exam,2020-01-14,2020-01-13
1269187,4,11844,74540,exam,2020-01-20,2020-01-14
1269188,0,11847,74540,exam,2020-01-14,2020-01-13
1269189,0,11849,74540,exam,2020-01-14,2020-01-13
1269190,0,11856,74540,exam,2020-01-14,2020-01-13
1269392,5,13223,74530,qualification_with_mark,2020-01-14,2019-12-30
1269393,4,13224,74530,qualification_with_mark,2020-01-14,2019-12-30
1269394,3,13225,74530,qualification_with_mark,2020-01-29,2020-01-25
1269395,4,13231,74530,qualification_with_mark,2020-01-14,2019-12-30
1269397,5,13779,74530,qualification_with_mark,2020-01-14,2019-12-30
1269399,4,13232,74530,qualification_with_mark,2020-01-14,2019-12-30
1269404,4,13234,74530,qualification_with_mark,2020-01-14,2019-12-30
1269408,3,13239,74530,qualification_with_mark,2020-01-14,2019-12-30
1269410,4,13243,74530,qualification_with_mark,2020-01-14,2019-12-30
1270305,4,12135,74426,course_projecting,2020-01-15,2019-12-30
1270306,4,12137,74426,course_projecting,2020-01-15,2019-12-30
1270307,4,12138,74426,course_projecting,2020-01-15,2019-12-30
1270310,4,12139,74426,course_projecting,2020-01-15,2019-12-30
1270312,4,12140,74426,course_projecting,2020-01-15,2019-12-30
1270313,5,12141,74426,course_projecting,2020-01-15,2019-12-30
1270314,5,12143,74426,course_projecting,2020-01-15,2019-12-30
1270315,4,12144,74426,course_projecting,2020-01-15,2019-12-30
1270316,5,12145,74426,course_projecting,2020-01-15,2019-12-30
1270317,4,12147,74426,course_projecting,2020-01-15,2019-12-30
1270318,5,12149,74426,course_projecting,2020-01-15,2019-12-30
1270319,4,12150,74426,course_projecting,2020-01-15,2019-12-30
1270320,4,12151,74426,course_projecting,2020-01-15,2019-12-30
1270321,5,12153,74426,course_projecting,2020-01-15,2019-12-30
1270322,4,12154,74426,course_projecting,2020-01-15,2019-12-30
1270323,4,12156,74426,course_projecting,2020-01-15,2019-12-30
1270324,5,12157,74426,course_projecting,2020-01-15,2019-12-30
1270325,4,12158,74426,course_projecting,2020-01-15,2019-12-30
1270326,5,12160,74426,course_projecting,2020-01-15,2019-12-30
1270327,5,12161,74426,course_projecting,2020-01-15,2019-12-30
1270328,5,12162,74426,course_projecting,2020-01-15,2019-12-30
1270336,5,12135,74426,exam,2020-01-15,2020-01-14
1270340,5,12137,74426,exam,2020-01-15,2020-01-14
1270342,5,12138,74426,exam,2020-01-15,2020-01-14
1270346,5,12139,74426,exam,2020-01-15,2020-01-14
1270348,4,12140,74426,exam,2020-01-15,2020-01-14
1270351,5,12141,74426,exam,2020-01-15,2020-01-14
1270355,5,12144,74426,exam,2020-01-15,2020-01-14
1270358,5,12145,74426,exam,2020-01-15,2020-01-14
1270361,4,12146,74426,exam,2020-01-15,2020-01-14
1270364,4,12147,74426,exam,2020-01-15,2020-01-14
1270367,5,12149,74426,exam,2020-01-15,2020-01-14
1270368,4,12151,74426,exam,2020-01-15,2020-01-14
1270369,5,12152,74426,exam,2020-01-15,2020-01-14
1270370,5,12153,74426,exam,2020-01-15,2020-01-14
1270371,5,12154,74426,exam,2020-01-15,2020-01-14
1270372,5,12155,74426,exam,2020-01-15,2020-01-14
1270373,5,12156,74426,exam,2020-01-15,2020-01-14
1270375,5,12157,74426,exam,2020-01-15,2020-01-14
1270378,5,12158,74426,exam,2020-01-15,2020-01-14
1270380,5,12160,74426,exam,2020-01-15,2020-01-14
1270382,4,12161,74426,exam,2020-01-15,2020-01-14
1270383,5,12162,74426,exam,2020-01-15,2020-01-14
1270389,5,12224,74432,course_projecting,2020-01-15,2019-12-30
1270390,5,12225,74432,course_projecting,2020-01-15,2019-12-30
1270391,5,12226,74432,course_projecting,2020-01-15,2019-12-30
1270392,5,12227,74432,course_projecting,2020-01-15,2019-12-30
1270393,5,12228,74432,course_projecting,2020-01-15,2019-12-30
1270394,5,12229,74432,course_projecting,2020-01-15,2019-12-30
1270395,5,12230,74432,course_projecting,2020-01-15,2019-12-30
1270396,5,12231,74432,course_projecting,2020-01-15,2019-12-30
1270398,5,12232,74432,course_projecting,2020-01-15,2019-12-30
1270400,5,12233,74432,course_projecting,2020-01-15,2019-12-30
1270403,5,12234,74432,course_projecting,2020-01-15,2019-12-30
1270406,5,12235,74432,course_projecting,2020-01-15,2019-12-30
1270409,5,12236,74432,course_projecting,2020-01-15,2019-12-30
1270413,5,12237,74432,course_projecting,2020-01-15,2019-12-30
1270416,5,12238,74432,course_projecting,2020-01-15,2019-12-30
1270418,5,12239,74432,course_projecting,2020-01-15,2019-12-30
1270420,5,12240,74432,course_projecting,2020-01-15,2019-12-30
1270422,5,12241,74432,course_projecting,2020-01-15,2019-12-30
1270428,5,12244,74432,course_projecting,2020-01-15,2019-12-30
1270433,4,12245,74432,course_projecting,2020-01-15,2019-12-30
1270434,5,12246,74432,course_projecting,2020-01-15,2019-12-30
1270435,5,12247,74432,course_projecting,2020-01-15,2019-12-30
1270436,5,12249,74432,course_projecting,2020-01-15,2019-12-30
1270437,4,12250,74432,course_projecting,2020-01-15,2019-12-30
1270438,5,12224,74432,exam,2020-01-15,2020-01-13
1270439,5,12225,74432,exam,2020-01-15,2020-01-13
1270440,4,12226,74432,exam,2020-01-15,2020-01-13
1270441,4,12227,74432,exam,2020-01-15,2020-01-13
1270442,5,12228,74432,exam,2020-01-15,2020-01-13
1270443,4,12229,74432,exam,2020-01-15,2020-01-13
1270444,4,12230,74432,exam,2020-01-15,2020-01-13
1270445,5,12231,74432,exam,2020-01-15,2020-01-13
1270446,5,12232,74432,exam,2020-01-15,2020-01-13
1270447,5,12233,74432,exam,2020-01-15,2020-01-13
1270448,5,12234,74432,exam,2020-01-15,2020-01-13
1270449,5,12235,74432,exam,2020-01-15,2020-01-13
1270450,5,12236,74432,exam,2020-01-15,2020-01-13
1270451,4,12237,74432,exam,2020-01-15,2020-01-13
1270452,5,12238,74432,exam,2020-01-15,2020-01-13
1270453,5,12239,74432,exam,2020-01-15,2020-01-13
1270454,4,12240,74432,exam,2020-01-15,2020-01-13
1270455,5,12241,74432,exam,2020-01-15,2020-01-13
1270458,4,12243,74432,exam,2020-01-15,2020-01-13
1270461,5,12244,74432,exam,2020-01-15,2020-01-13
1270467,5,12245,74432,exam,2020-01-15,2020-01-13
1270470,4,12246,74432,exam,2020-01-15,2020-01-13
1270472,4,12247,74432,exam,2020-01-15,2020-01-13
1270473,5,12249,74432,exam,2020-01-15,2020-01-13
1270476,4,12250,74432,exam,2020-01-15,2020-01-13
1270748,5,12100,74956,qualification,2020-01-15,2019-12-30
1270749,5,12101,74956,qualification,2020-01-15,2019-12-30
1270750,2,12102,74956,qualification,2020-01-15,2019-12-30
1270751,5,12103,74956,qualification,2020-07-29,2020-07-14
1270752,5,12104,74956,qualification,2020-01-15,2019-12-30
1270753,5,12105,74956,qualification,2020-01-15,2019-12-30
1270754,5,12106,74956,qualification,2020-01-15,2019-12-30
1270755,5,12107,74956,qualification,2020-01-15,2019-12-30
1270757,5,12108,74956,qualification,2020-01-15,2019-12-30
1270759,5,12109,74956,qualification,2020-07-29,2020-07-14
1270761,5,12110,74956,qualification,2020-01-15,2019-12-30
1270762,5,12111,74956,qualification,2020-01-15,2019-12-30
1270764,5,12114,74956,qualification,2020-01-15,2019-12-30
1270766,5,12116,74956,qualification,2020-01-15,2019-12-30
1270768,5,12117,74956,qualification,2020-01-15,2019-12-30
1270770,5,12118,74956,qualification,2020-01-15,2019-12-30
1270771,5,12119,74956,qualification,2020-11-20,2020-11-20
1270772,2,12120,74956,qualification,2020-01-15,2019-12-30
1270774,2,12121,74956,qualification,2020-01-15,2019-12-30
1270776,5,12122,74956,qualification,2020-03-11,2020-03-11
1270778,5,12123,74956,qualification,2020-01-15,2019-12-30
1270779,2,12124,74956,qualification,2020-01-15,2019-12-30
1270781,5,12125,74956,qualification,2020-01-15,2019-12-30
1270783,2,12126,74956,qualification,2020-01-15,2019-12-30
1270784,2,12127,74956,qualification,2020-01-15,2019-12-30
1270786,5,12128,74956,qualification,2020-01-15,2019-12-30
1270788,5,12130,74956,qualification,2020-01-15,2019-12-30
1270789,2,12131,74956,qualification,2020-01-15,2019-12-30
1270790,5,12132,74956,qualification,2020-07-29,2020-07-14
1270791,5,12133,74956,qualification,2020-01-15,2019-12-30
1270810,5,11991,74948,qualification,2020-01-15,2019-12-31
1270814,5,11992,74948,qualification,2020-01-15,2019-12-31
1270816,5,11993,74948,qualification,2020-01-15,2019-12-31
1270817,5,11994,74948,qualification,2020-01-15,2019-12-31
1270818,5,11995,74948,qualification,2020-01-15,2019-12-31
1270819,5,11996,74948,qualification,2020-01-15,2019-12-31
1270820,5,11998,74948,qualification,2020-01-15,2019-12-31
1270821,5,11999,74948,qualification,2020-01-15,2019-12-31
1270822,5,12001,74948,qualification,2020-01-15,2019-12-31
1270823,5,12002,74948,qualification,2020-01-15,2019-12-31
1270824,2,12003,74948,qualification,2020-01-15,2019-12-31
1270825,5,12004,74948,qualification,2020-01-15,2019-12-31
1270826,5,12005,74948,qualification,2020-01-15,2019-12-31
1270827,2,12007,74948,qualification,2020-01-15,2019-12-31
1270829,5,12008,74948,qualification,2020-01-15,2019-12-31
1270832,5,12009,74948,qualification,2020-01-15,2019-12-31
1270834,5,12011,74948,qualification,2020-01-15,2019-12-31
1270838,5,12012,74948,qualification,2020-01-15,2019-12-31
1270840,5,12013,74948,qualification,2020-01-15,2019-12-31
1270843,5,12014,74948,qualification,2020-01-15,2019-12-31
1270846,5,12015,74948,qualification,2020-01-15,2019-12-31
1270852,5,12016,74948,qualification,2020-01-15,2019-12-31
1270855,5,12017,74948,qualification,2020-01-15,2019-12-31
1270860,5,12019,74948,qualification,2020-01-15,2019-12-31
1270863,5,12021,74948,qualification,2020-01-15,2019-12-31
1270867,2,12022,74948,qualification,2020-01-15,2019-12-31
1270868,5,12023,74948,qualification,2020-07-29,2020-07-14
1270894,5,11889,74940,qualification,2020-01-15,2019-12-31
1270895,5,11890,74940,qualification,2020-01-15,2019-12-31
1270896,5,11891,74940,qualification,2020-01-15,2019-12-31
1270897,5,11892,74940,qualification,2020-01-15,2019-12-31
1270898,5,11893,74940,qualification,2020-01-15,2019-12-31
1270899,5,11896,74940,qualification,2020-01-15,2019-12-31
1270900,5,11897,74940,qualification,2020-01-15,2019-12-31
1270901,5,11898,74940,qualification,2020-01-15,2019-12-31
1270902,5,11899,74940,qualification,2020-01-15,2019-12-31
1270903,5,11900,74940,qualification,2020-01-15,2019-12-31
1270904,5,11901,74940,qualification,2020-01-15,2019-12-31
1270905,5,11902,74940,qualification,2020-01-15,2019-12-31
1270907,5,11903,74940,qualification,2020-01-15,2019-12-31
1270909,2,11904,74940,qualification,2020-01-15,2019-12-31
1270912,5,11905,74940,qualification,2020-01-15,2019-12-31
1270915,5,11906,74940,qualification,2020-07-29,2020-05-28
1270916,5,11907,74940,qualification,2020-01-15,2019-12-31
1270919,5,11908,74940,qualification,2020-01-15,2019-12-31
1270920,5,11909,74940,qualification,2020-01-15,2019-12-31
1270922,5,11910,74940,qualification,2020-01-15,2019-12-31
1270924,5,11911,74940,qualification,2020-01-15,2019-12-31
1270926,5,11912,74940,qualification,2020-01-15,2019-12-31
1270928,2,11913,74940,qualification,2020-01-15,2019-12-31
1270930,5,11916,74940,qualification,2021-04-08,2021-04-07
1270932,5,11917,74940,qualification,2020-01-15,2019-12-31
1270934,5,11918,74940,qualification,2020-01-15,2019-12-31
1270935,5,11919,74940,qualification,2020-01-15,2019-12-31
1270937,5,11920,74940,qualification,2020-01-15,2019-12-31
1270938,5,11922,74940,qualification,2020-01-15,2019-12-31
1271984,4,12100,74958,exam,2020-01-16,2020-01-16
1271985,5,12101,74958,exam,2020-01-16,2020-01-16
1271986,3,12102,74958,exam,2020-01-16,2020-01-16
1271987,4,12103,74958,exam,2020-01-16,2020-01-16
1271988,5,12104,74958,exam,2020-01-16,2020-01-16
1271989,4,12105,74958,exam,2020-01-16,2020-01-16
1271990,5,12106,74958,exam,2020-01-16,2020-01-16
1271991,5,12107,74958,exam,2020-01-16,2020-01-16
1271992,3,12108,74958,exam,2020-01-16,2020-01-16
1271993,4,12109,74958,exam,2020-01-16,2020-01-16
1271994,5,12110,74958,exam,2020-01-16,2020-01-16
1271995,4,12111,74958,exam,2020-01-16,2020-01-16
1271996,5,12114,74958,exam,2020-01-16,2020-01-16
1271997,4,12116,74958,exam,2020-01-16,2020-01-16
1271998,5,12117,74958,exam,2020-01-16,2020-01-16
1271999,4,12118,74958,exam,2020-01-16,2020-01-16
1272000,3,12119,74958,exam,2020-01-16,2020-01-16
1272001,3,12120,74958,exam,2020-01-16,2020-01-16
1272002,0,12121,74958,exam,2020-01-16,2020-01-16
1272003,3,12122,74958,exam,2020-01-16,2020-01-16
1272004,3,12123,74958,exam,2020-01-16,2020-01-16
1272005,0,12124,74958,exam,2020-01-16,2020-01-16
1272006,5,12125,74958,exam,2020-01-16,2020-01-16
1272007,3,12126,74958,exam,2020-01-16,2020-01-16
1272008,3,12127,74958,exam,2020-11-20,2020-11-06
1272009,5,12128,74958,exam,2020-01-16,2020-01-16
1272010,3,12130,74958,exam,2020-01-16,2020-01-16
1272011,0,12131,74958,exam,2020-01-16,2020-01-16
1272012,3,12132,74958,exam,2020-08-04,2020-03-06
1272013,0,12133,74958,exam,2020-01-16,2020-01-16
1273305,4,11844,74539,exam,2020-01-20,2020-01-20
1273307,4,11845,74539,exam,2020-01-20,2020-01-18
1273311,4,11846,74539,exam,2020-01-20,2020-01-18
