id,group_id,discipline_id
66278,7251,24094
66279,7251,24095
66293,7254,24023
66294,7254,24024
66295,7254,24025
66296,7254,24104
66297,7254,24105
66298,7254,24106
66299,7255,24023
66300,7255,24024
66301,7255,24025
66302,7255,24104
66303,7255,24105
66304,7255,24106
66313,7257,24028
66314,7257,24029
66315,7257,24107
66316,7257,24108
66317,7257,24109
66318,7257,24034
66319,7257,24035
66320,7257,24110
66321,7258,24038
66322,7258,24039
66323,7258,24040
66324,7258,24041
66325,7258,24111
66326,7258,24043
66327,7258,24045
66328,7258,24112
66337,7260,24038
66338,7260,24039
66339,7260,24040
66340,7260,24041
66341,7260,24111
66342,7260,24043
66343,7260,24045
66344,7260,24112
66345,7261,24048
66346,7261,24049
66347,7261,24050
66348,7261,24051
66349,7261,24053
66350,7261,24113
66351,7261,24095
66352,7261,24056
66353,7262,24048
66354,7262,24049
66355,7262,24050
66356,7262,24051
66357,7262,24053
66358,7262,24113
66359,7262,24095
66360,7262,24056
66361,7263,24048
66362,7263,24049
66363,7263,24050
66364,7263,24051
66365,7263,24053
66366,7263,24113
66367,7263,24095
66368,7263,24056
67447,7104,26622
67448,7105,26622
67450,7109,26623
67451,7110,26623
67452,7111,26623
67467,7248,26624
67469,7250,26625
67470,7251,26625
67471,7258,26624
67473,7260,26624
67474,7261,26625
67475,7262,26625
67476,7263,26625
73059,8215,29015
73060,8215,29121
73061,8215,29122
73062,8215,29123
73063,8215,29019
73064,8215,29124
73065,8215,29125
73066,8215,29126
73074,8217,29034
73075,8217,29131
73076,8217,29036
73077,8217,29132
73078,8217,29133
73079,8217,29134
73080,8217,29038
73089,8219,29034
73090,8219,29131
73091,8219,29036
73092,8219,29132
73093,8219,29133
73094,8219,29134
73095,8219,29038
73181,8233,29002
73182,8233,29174
73183,8233,29175
73184,8233,29176
73185,8233,29112
73186,8233,29177
73187,8233,29178
73188,8233,29179
73194,8235,29015
73195,8235,29185
73196,8235,29186
73197,8235,29187
73198,8235,29019
73199,8235,29188
73200,8235,29189
73201,8235,29190
73226,8239,29015
73227,8239,29185
73228,8239,29186
73229,8239,29187
73230,8239,29019
73231,8239,29188
73232,8239,29189
73233,8239,29190
73242,8241,29034
73243,8241,29036
73244,8241,29035
73245,8241,29196
73246,8241,29037
73247,8241,29134
73248,8241,29038
73257,8243,29034
73258,8243,29036
73259,8243,29035
73260,8243,29196
73261,8243,29037
73262,8243,29134
73263,8243,29038
73272,8245,29034
73273,8245,29036
73274,8245,29035
73275,8245,29196
73276,8245,29037
73277,8245,29134
73278,8245,29038
74012,8347,29358
74013,8347,29488
74014,8347,29489
74015,8347,29490
74016,8347,29491
74017,8347,29364
74018,8347,29492
74019,8347,29493
74028,8349,29358
74029,8349,29488
74030,8349,29489
74031,8349,29490
74032,8349,29491
74033,8349,29364
74034,8349,29492
74035,8349,29493
74060,8353,29375
74061,8353,29499
74062,8353,29377
74063,8353,29381
74064,8353,29500
74065,8353,29501
74066,8353,29502
74067,8353,29503
74068,8353,29382
74077,8355,29375
74078,8355,29499
74079,8355,29377
74080,8355,29381
74081,8355,29500
74082,8355,29501
74083,8355,29502
74084,8355,29503
74085,8355,29382
74094,8357,29375
74095,8357,29499
74096,8357,29377
74097,8357,29381
74098,8357,29500
74099,8357,29501
74100,8357,29502
74101,8357,29503
74102,8357,29382
75782,8353,30160
75783,8355,30160
75784,8357,30160
75797,8217,30161
75798,8219,30161
75800,8241,30161
75801,8243,30161
75802,8245,30161
77588,8216,29023
77589,8216,29024
77590,8216,29127
77591,8216,29128
77592,8216,29028
77593,8216,29129
77594,8216,29130
77595,8218,29039
77596,8218,29040
77597,8218,29135
77598,8218,29136
77599,8218,29137
77600,8218,29044
77601,8218,29138
77602,8218,29139
77603,8220,29039
77604,8220,29040
77605,8220,29135
77606,8220,29136
77607,8220,29137
77608,8220,29044
77609,8220,29138
77610,8220,29139
77641,8234,29180
77642,8234,29181
77643,8234,29182
77644,8234,29183
77645,8234,29184
77646,8236,29023
77647,8236,29024
77648,8236,29191
77649,8236,29192
77650,8236,29193
77651,8236,29028
77652,8236,29194
77653,8236,29195
77662,8240,29023
77663,8240,29024
77664,8240,29191
77665,8240,29192
77666,8240,29193
77667,8240,29028
77668,8240,29194
77669,8240,29195
77670,8242,29039
77671,8242,29040
77672,8242,29041
77673,8242,29042
77674,8242,29197
77675,8242,29044
77676,8242,29046
77677,8242,29047
77678,8244,29039
77679,8244,29040
77680,8244,29041
77681,8244,29042
77682,8244,29197
77683,8244,29044
77684,8244,29046
77685,8244,29047
77686,8246,29039
77687,8246,29040
77688,8246,29041
77689,8246,29042
77690,8246,29197
77691,8246,29044
77692,8246,29046
77693,8246,29047
78026,8348,29367
78027,8348,29494
78028,8348,29374
78029,8348,29495
78030,8348,29371
78031,8348,29496
78032,8348,29497
78033,8348,29498
78034,8350,29367
78035,8350,29494
78036,8350,29374
78037,8350,29495
78038,8350,29371
78039,8350,29496
78040,8350,29497
78041,8350,29498
78050,8354,29447
78051,8354,29504
78052,8354,29505
78053,8354,29506
78054,8354,29507
78055,8354,29388
78056,8354,29508
78057,8354,29509
78058,8356,29447
78059,8356,29504
78060,8356,29505
78061,8356,29506
78062,8356,29507
78063,8356,29388
78064,8356,29508
78065,8356,29509
78066,8358,29447
78067,8358,29504
78068,8358,29505
78069,8358,29506
78070,8358,29507
78071,8358,29388
78072,8358,29508
78073,8358,29509
78843,8354,30258
78844,8356,30258
78845,8358,30258
78867,8218,30260
78868,8220,30260
78870,8242,30260
78871,8244,30260
78872,8246,30260
79069,9121,30457
79070,9121,30458
79071,9121,30459
79072,9121,30460
79073,9121,30461
79074,9121,30462
79075,9121,30463
79076,9121,30464
79380,9069,30794
79381,9069,30795
79382,9069,30796
79383,9069,30797
79384,9069,30798
79385,9069,30799
79386,9069,30800
79401,9133,30363
79402,9133,30364
79403,9133,30365
79404,9133,30366
79405,9133,30367
79406,9133,30368
79407,9133,30369
79408,9133,30370
79545,9122,30457
79546,9122,30458
79547,9122,30459
79548,9122,30460
79549,9122,30461
79550,9122,30462
79551,9122,30463
79552,9122,30464
79655,9070,30794
79656,9070,30795
79657,9070,30796
79658,9070,30797
79659,9070,30798
79660,9070,30799
79661,9070,30800
79961,9071,31346
79962,9071,31347
79963,9071,31348
79964,9071,31349
79965,9071,31350
79966,9071,31351
79967,9071,31352
79968,9071,31353
80053,9072,31346
80054,9072,31347
80055,9072,31348
80056,9072,31349
80057,9072,31350
80058,9072,31351
80059,9072,31352
80060,9072,31353
80290,9059,31624
80291,9059,31625
80292,9059,31626
80293,9059,31627
80294,9059,31628
80295,9059,31629
80296,9059,31630
80297,9059,35788
80420,9130,31725
80421,9130,31726
80422,9130,31727
80423,9130,31728
80424,9130,31729
80425,9130,31731
80821,9131,30363
80822,9131,30364
80823,9131,30365
80824,9131,30366
80825,9131,30367
80826,9131,30368
80827,9131,30369
80828,9131,30370
80947,9061,31624
80948,9061,31625
80949,9061,31626
80950,9061,31627
80951,9061,31628
80952,9061,31629
80953,9061,31630
80954,9061,35788
81021,9073,31346
81022,9073,31347
81023,9073,31348
81024,9073,31349
81025,9073,31350
81026,9073,31351
81027,9073,31352
81028,9073,31353
81372,9060,31624
81373,9060,31625
81374,9060,31626
81375,9060,31627
81376,9060,31628
81377,9060,31629
81378,9060,31630
81379,9060,35788
81571,9481,32592
81572,9481,32593
81573,9481,32594
81574,9481,32595
81847,9429,32889
81848,9429,32891
81849,9429,32892
81850,9429,32893
81851,9429,32894
81852,9429,32895
81869,9493,32504
81870,9493,32506
81871,9493,32507
81872,9493,32508
81998,9482,32592
81999,9482,32593
82000,9482,32594
82001,9482,32595
82098,9430,32889
82099,9430,32891
82100,9430,32892
82101,9430,32893
82102,9430,32894
82103,9430,32895
82370,9431,33383
82371,9431,33385
82372,9431,33386
82373,9431,33387
82374,9431,33388
82375,9431,33389
82376,9431,33390
82455,9432,33383
82456,9432,33385
82457,9432,33386
82458,9432,33387
82459,9432,33388
82460,9432,33389
82461,9432,33390
82680,9419,33641
82681,9419,33642
82682,9419,33643
82683,9419,33644
82684,9419,33645
82685,9419,33646
82686,9419,33647
82687,9419,33648
82791,9490,33724
82792,9490,33726
82793,9490,33727
83126,9491,32504
83127,9491,32506
83128,9491,32507
83129,9491,32508
83239,9421,33641
83240,9421,33642
83241,9421,33643
83242,9421,33644
83243,9421,33645
83244,9421,33646
83245,9421,33647
83246,9421,33648
83300,9433,33383
83301,9433,33385
83302,9433,33386
83303,9433,33387
83304,9433,33388
83305,9433,33389
83306,9433,33390
83605,9420,33641
83606,9420,33642
83607,9420,33643
83608,9420,33644
83609,9420,33645
83610,9420,33646
83611,9420,33647
83612,9420,33648
84774,9069,30801
84794,9070,30801
84895,9130,31730
85095,9493,32505
85230,9491,32505
85725,9059,31623
85748,9061,31623
85766,9060,31623
85797,9429,32890
85821,9430,32890
85842,9431,33384
85852,9432,33384
85873,9490,33725
85897,9433,33384
86160,9059,31631
86161,9061,31631
86163,9060,31631
86821,10180,36437
86822,10180,36438
86823,10180,36439
86824,10180,36440
86825,10180,36441
86826,10180,36442
86827,10180,36443
87271,10182,36843
87272,10182,36844
87273,10182,36845
87274,10182,36846
87275,10182,36847
87276,10182,36848
87277,10182,36849
87362,10183,36843
87363,10183,36844
87364,10183,36845
87365,10183,36846
87366,10183,36847
87367,10183,36848
87368,10183,36849
87553,10170,37050
87554,10170,37051
87555,10170,37052
87556,10170,37053
87557,10170,37054
87558,10170,37055
87559,10170,37056
87560,10170,37057
88015,10172,37050
88016,10172,37051
88017,10172,37052
88018,10172,37053
88019,10172,37054
88020,10172,37055
88021,10172,37056
88022,10172,37057
88062,10184,36843
88063,10184,36844
88064,10184,36845
88065,10184,36846
88066,10184,36847
88067,10184,36848
88068,10184,36849
88308,10171,37050
88309,10171,37051
88310,10171,37052
88311,10171,37053
88312,10171,37054
88313,10171,37055
88314,10171,37056
88315,10171,37057
97536,10551,45229
97537,10551,45230
97538,10551,45231
97539,10551,45232
97938,10553,45563
97939,10553,45564
97940,10553,45565
97941,10553,45566
97942,10553,45567
98033,10554,45563
98034,10554,45564
98035,10554,45565
98036,10554,45566
98037,10554,45567
98168,10541,45719
98169,10541,45720
98170,10541,45721
98171,10541,45722
98558,10543,45719
98559,10543,45720
98560,10543,45721
98561,10543,45722
98604,10555,45563
98605,10555,45564
98606,10555,45565
98607,10555,45566
98608,10555,45567
98839,10542,45719
98840,10542,45720
98841,10542,45721
98842,10542,45722
100541,10542,46968
