id,semester_id,course_id,name
19026,13,848,"Вычислительные машины, системы и сети"
19027,13,848,Метрология и измерительная техника
19028,13,848,Математические основы теории систем
19029,13,848,Информационные сети и телекоммуникации
19030,13,848,Элективные дисциплины по физической культуре и спорту
19031,13,848,Распределённые базы данных **
19032,13,848,Программная инженерия и технология (групповое проектное обучение ГПО 2)
19033,13,848,Теория систем/Системный анализ
19034,13,847,Математика
19035,13,847,Физика
19036,13,847,Компьютерная графика
19037,13,847,Математическая логика и теория алгоритмов
19038,13,847,"Теория вероятностей, математическая статистика и случайные процессы"
19039,13,847,Объектно-ориенитированное программирование
19040,13,847,Элективные дисциплины по физической культуре и спорту
19041,13,847,Защита и передача интеллектуальной собственности/Патентоведение
19042,13,847,Математическое моделирование объектов и систем управления
19043,13,847,Автоматизированное проектирование средств и систем управления
19044,13,847,Информационная безопасность и защита информации в сетях ЭВМ
19045,13,847,Менеджмент в телекоммуникационных системах
19046,13,847,Философские основы естествознания/ Философия науки и техники (по выбору)
19047,13,847,Электропитание летательных аппаратов
19048,13,847,Научно-исследовательская работа в семестре
19049,13,846,История и методология науки и техники в области управления
19050,13,846,Современные проблемы теории управления
19051,13,846,Цифровые системы автоматического управления
19052,13,846,Проектирование микропроцессорных и компьютерных систем
19053,13,846,Системы интеллектуального управления
19054,13,846,Измерительная техника и датчики
19055,13,846,Иностранный язык - Английский (по выбору)
19056,13,846,Иностранный язык - Французский (по выбору)
19057,13,846,Научно-исследовательская работа в семестре
19058,13,846,Иностранный язык
19059,13,846,Математика
19060,13,846,Физика
19061,13,846,Информационные технологии
19062,13,846,Программирование
19063,13,846,Инженерная графика
19064,13,846,Фзическая культура
19065,13,846,Информатика
19073,13,848,Экономика
19074,13,848,Инженерная и компьютерная графика
19075,13,848,Теория автоматического управления
19076,13,848,Теория и технология программирования
19077,13,848,"Метрология, стандартизация и сертификация"
19078,13,848,Базы данных
19079,13,848,Социология
19080,13,848,Теория и проектирование информационных систем*
19081,13,848,Анализ и реструктуризация бизнес-процессов (ГПО1)
19082,13,847,Экономика
19083,13,847,Информатика
19084,13,847,Теория дифференциальных и интегральных уравнений
19085,13,847,"Вычислительные машины, системы и сети"
19086,13,847,Профессиональный английский язык
19087,13,847,Патентоведение
19088,13,846,Физическая культура и спорт
19089,13,846,Инженерная и компьютерная графика
19090,13,846,Химия
19091,13,846,Дискретная математика
19092,13,846,Программирование и основы алгоритмизации
19093,13,846,Компьютерное моделирование физических задач
19102,13,848,Учебно-исследовательская работа
19103,13,848,Управление качеством
19104,13,848,Схемотехника электронных средств
19105,13,848,Пакеты прикладных программ схемотехнического анализа/Пакеты прикладных программ системотехнического анализа
19106,13,848,Основы автоматизированного электропривода (ГПО-2)/Электрические машины и электропривод(ГПО-2)
19107,13,848,Углубленный курс иностранного языка
19114,13,847,Интеллектуальные системы
19115,13,847,"Научный семинар ""Компьютерные технологии в науке и образовании"""
19116,13,847,Вычислительные системы
19117,13,847,Численные методы/Вычислитеные методы (по выбору)
19118,13,847,Основы разработки коммерческого программного обеспечения/Структуры и алгоритмы обработки данных (по выбору)
19119,13,847,Научно-исследовательская работа
19120,13,847,Информационные технологии
19121,13,847,Дискретная математика
19122,13,847,Объектно-ориентированное программирование
19123,13,847,Элективные дисциплины по физической культуре и спорту
19124,13,846,Методы оптимизации
19125,13,846,Методология научного творчества
19126,13,846,Теория массового обслуживания
19127,13,846,Современные проблемы информатики и вычислительной техники
19128,13,846,Современные средства программирования
19129,13,846,Научно-исследовательская работа
19130,13,846,Компьютерная и инженерная графика
19131,13,846,Алгоритмы и структуры данных/ Информатика 2 (по выбору)
19132,13,847,Иностранный язык
19133,13,847,Эконометрика
19134,13,847,Идентификация объектов управления
19135,13,847,Непрерывные и дискретные процессы управления
19136,13,847,Теория распознавания образов/Имитационное моделирование и проектирование систем управления
19137,13,847,Информационные системы управления проектами/Системы управления предприятием(ERP-системы)
19138,13,846,Математические основы теории систем
19139,13,846,Компьютерные технологии управления в технических системах
19140,13,846,Методы и технологии документационного обеспечения управления/Автоматизация документирования технических решений
19146,13,848,Сети и телекоммуникации
19147,13,848,"Теория вероятностей, математическая статистика и случайные процессы"
19148,13,848,Методы оптимальных решений
19149,13,848,Теоретические основы механики / Механика
19150,13,848,Геометрическое моделирование / Геометрическое моделирование в САПР
19151,13,848,Искусственный интеллект **
19152,13,848,Программная инженерия и технология (ГПО-2)
19153,13,847,Базы данных
19154,13,847,Теория систем и системный анализ
19155,13,847,Мобильные приложения / Разработка сетевых приложений (по выбору)
19156,13,847,Автоматизация конструкторского и технологического проектирования
19157,13,846,ЭВМ и периферийные устройства
19158,13,846,Технология разработки программного обеспечения
19159,13,846,Проектирование программных приложений
19160,13,846,Современные концепции организации баз данных
19161,13,846,Автоматизация проектировнаия систем и средств управления
19162,13,846,научно-исследовательская работа в семестре
19166,13,848,Финансовый менеджмент для инженеров/Финансовая математика (по выбору)
19167,13,848,Экология
19168,13,848,Проблемно-ориентированные вычислительные системы
19169,13,848,Теория систем и системный анализ
19170,13,848,Компьютерная графика и инженерная графика
19171,13,848,Операционные системы
19172,13,848,Элективные дисциплины по физической культуре и спорту
19173,13,848,Методы принятия управленческих решений (ГПО2)
19174,13,848,Теория принятия решения**
19175,13,847,Информационные технологии разработки информационных систем
19176,13,846,Программирование на языках высокого уровня
19177,14,920,Теория автоматического управления
19178,14,920,Социология
19179,14,920,Прикладные методы искусственного интеллекта
19180,14,920,Идентификация и диагностика систем
19181,14,920,Микропроцессорные устройства
19182,14,920,Элективные дисциплины по физической культуре и спорту
19183,14,920,Спецкурс***
19184,14,920,Прикладные методы системного анализа (групповое проекетное обучение ГПО 3)
19185,14,919,Философия
19186,14,919,Электротехника и электроника
19187,14,919,Теоретическая механика
19188,14,919,Элективные дисциплины по физической культуре и спорту
19189,14,919,Риторика / Процессы коммуникации в современном обществе
19190,14,919,Системное программное обеспечение*
19191,14,919,Управление проектами (групповое проектное обучение-ГПО 1)
19192,14,919,Реинженеринг бизнес-процессов
19193,14,918,История
19194,14,918,Иностранный язык
19195,14,918,Математика
19196,14,918,Физика
19197,14,918,"Вычислительные машины, системы и сети"
19198,14,918,Физическая культура и спорт
19199,14,918,Дискретная математика
19200,14,918,Русский язык и культура речи/Процессы коммуникации в современном обществе
19207,14,920,Маркетинг
19208,14,920,Теория и технология программирования
19209,14,920,Интеллектуальные технологии и представление знаний
19210,14,920,Управление в организационных системах
19211,14,920,Финансовый менеджмент
19212,14,920,Инновационный менеджмент
19213,14,920,Цифровые системы автоматического управления**
19214,14,920,Синтез управляющих программ микроконтроллеров на моделях (ГПО2)
19215,14,919,Теоретические основы электротехники и электроника
19216,14,919,Объектно-ориентированное программирование
19217,14,919,Теория вероятностей и математическая статистика
19218,14,919,Профессиональный английский язык
19219,14,919,Теоретическая механика*
19220,14,919,Информационно-управляющие системы в экологии и образовании (ГПО1)
19221,14,918,Информатика
19222,14,918,Вычислительная математика
19223,14,918,Введение в профессию/Основы системного анализа и системного подхода
19232,14,920,Технологические процессы автоматизированных производств
19233,14,920,Средства автоматизации и управления
19234,14,920,Автоматизация управления жизненным циклом продукции
19235,14,920,Информационное обеспечение систем управления (ГПО-3)
19236,14,920,Микропроцессорные средства автоматизации и управления
19237,14,920,Автоматизация технологических процессов и производств
19242,14,919,Научно-исследовательская работа
19243,14,919,Теория информационных систем*
19244,14,919,Теория вероятности и математическая статистика
19245,14,919,Теория систем и системный анализ
19246,14,919,Базы данных
19247,14,919,Теоретические основы автоматизированного управления (ГПО1)
19248,14,919,Элективные дисциплины по физической культуре и спорту
19249,14,918,"Научный семинар ""Распознование образов"""
19250,14,918,Технология разработки программного обеспечения
19251,14,918,Профессиональный иностранный язык
19252,14,918,Экономико-правовые основы рынка программного обеспечения
19253,14,918,Оптимальное и адаптивное управление/Управление техническими системами (по выбору)
19254,14,918,Научно-исследовательская работа
19255,14,918,Программирование
19256,14,918,Прикладная информатика
19257,14,918,Русский язык и культура речи/Процессы коммуникации в современном мире
19258,14,918,История и методология науки и техники в области управления
19259,14,918,Моделирование технических объектов управления
19260,14,918,Передача данных в информационно-управляющих система/Автоматизированные информационно-управляющие системы
19261,14,918,Моделирование и анализ бизнес-процессов/ Автоматизированные системы проектирования бизнес-процессов
19262,14,920,Экономика
19263,14,920,Теория и системы управления
19264,14,920,Модели и методы анализа проектных решений
19265,14,920,Организация ЭВМ и систем ***
19266,14,920,Объектно-ориентированное проектирование (ГПО-3)
19267,14,919,"Электротехника, электроника и схемотехника"
19268,14,919,"Метрология, стандартизация и сертификация"
19269,14,919,Риторика / Процессы коммуникаций в современном обществе (по выбору)
19270,14,919,Вычислительная математика *
19271,14,919,Управление проектами (ГПО-1)
19272,14,918,Операционные системы
19273,14,918,Русский язык и культура речи / Процессы коммуникаций в современном обществе
19277,14,920,Правоведение
19278,14,920,Технология программирования
19279,14,920,Интеллектуальные системы и технологии
19280,14,920,Методы и средства проектирования информационных систем и технологий
19281,14,920,Менеджмент
19282,14,920,Математические методы исследования систем
19283,14,920,Элективные дисциплины по физической культуре и спорту
19284,14,920,Математические методы в информатике (ГПО 3)
19285,14,920,Вычислительная математика***
19286,14,919,Теория вероятности и математическая статистика/Анализ данных (по выбору)
19287,14,919,Управление данными
19288,14,919,Корпоративные информационные системы*
19289,14,919,Компьютерная графика и инженерная графика
19290,14,919,Информационные технологии в дизайне/Параллельное прграммирование (по выбору)
19291,14,919,Управленченские информационные системы (ГПО1)
19292,14,918,Программирование на языках высокого уровня
19333,13,841,IT-консалтинг
19334,13,841,Научный семинар
19335,13,841,Информационное право и защита интеллектуальной собственности
19336,13,841,Профессиональный английский язык/ Профессиональный немецкий язык
19337,13,841,Научно-исследовательская работа магистра
19338,13,841,Психология
19339,13,841,Экономика фирмы
19340,13,841,Риторика/ Процессы коммуникации в современном обществе
19341,13,841,Теория вероятностей и математическая статистика
19342,13,841,Теоретические основы информатики
19343,13,841,Программирование
19344,13,841,Безопасность жизнедеятельности
19345,13,841,Проектирование человеко-машинного интерфейса
19346,13,841,Операционные системы
19347,13,841,Физическая культура и спорт
19383,13,841,Философия
19384,13,841,Информатика и программирование
19385,13,841,Операционные системы и сети
19386,13,841,Вычислительная математика
19387,13,841,Математическая логика и теория алгоритмов
19388,13,841,Теория автоматов и формальных языков
19389,13,841,Основы гипертекстого представления интернет-контента
19390,13,841,Элективные дисциплины по физической культуре и спорту
19391,13,841,Нечеткие системы принятия решений
19392,13,841,Методы и алгоритмы распознования и обработки данных
19417,13,841,Математика
19418,13,841,Физика
19419,13,841,"Электротехника, электроника и схемотехника"
19420,13,841,ЭВМ и периферийные устройства
19421,13,841,Объектно-ориентированное программирование
19422,13,841,Структуры и алгоритмы обработки данных в ЭВМ
19423,13,841,Архитектура вычислительных комплексов
19424,13,841,Технология разработки программного обеспечения
19425,13,841,Вычислительные системы
19426,13,841,Распределённые сервис-ориентированные системы / Межуровневая оптимизация распределённых вычислительных систем
19456,13,841,Информационные системы и технологии
19457,13,841,"Вычислительные системы, сети и телекоммуникации"
19458,13,841,Графические средства в экономических информационных системах
19459,13,841,Мировая экономика
19460,13,841,Бухгалтерский учет
19479,13,841,Культурология
19480,13,841,Конституционное право
19481,13,841,Статистика
19482,13,841,Основы государственного и муниципального управления
19483,13,841,Теория управления
19484,13,841,Государственное регулирование экономики
19485,13,841,Социальная психология
19486,13,841,Консалтинг и управление проектами в государственном и муниципальном управлении
19487,13,841,Государственное прогнозирование и управление государственными программами
19488,13,841,Управление административными процессами
19489,13,841,"Документационное обеспечение управленческой деятельности: методы, технологии и информационные системы/ Электронные административные регламенты"
19490,13,841,Государственные информационные ресурсы и системы/ Информационное право
19513,13,841,Современные компьютерные технологии
19514,13,841,Междисциплинарный семинар
19515,13,841,Прикладная математическая статистика / Математическое моделирование
19516,13,841,Обработка изображения / Распознавание образов и сцен
19517,13,841,Научно-исследовательская работа в семестре
19535,13,841,Час куратора
19537,13,847,Час куратора
19538,13,846,Час куратора
19553,14,919,Час куратора
19554,14,918,Час куратора
19610,13,846,Физические и технологические основы микро и наноэлектроники
19611,13,846,"СВЧ цепи, элементы и модели"
19612,13,846,Автоматизация проектирования СВЧ интегральных схем и систем на кристалле
19613,13,846,Английский язык / Французский язык (по выбору)
19614,13,847,Современные проблемы информатики и вычислительной техники
19615,13,847,Полупроводниковые устройства СВЧ диапазона
19616,13,847,Автоматизация проектирования СВЧ интегральных схем и систем на кристалле
19617,13,847,Схемотехника СВЧ интегральных схем и систем на кристалле
19618,13,847,Построение приемо-передающих модулей на основе СВЧ интегральных схем и систем на кристалле/Радиотехнические системы на основе СВЧ интегральных схем/
19619,13,847,Математическое моделирование радиотехнических устройств и систем /Основы проектирования интегральных СВЧ антенн (по выбору)
20217,14,918,Компьютерные технологии управления в технических системах
20218,14,918,Имитационное моделирование и проектирование систем управления
20219,14,918,Иностранный язык - Английский (по выбору)
20220,14,918,Иностранный язык - Французский (по выбору)
20221,14,918,Робототехника/Разработка САПР (по выбору)
20222,14,918,Автоматизация бизнес процессов
20223,14,918,Научно-исследовательская работа в семестре
20228,14,918,Вычислительные системы
20229,14,918,Автоматизация проектировнаия систем и средств управления
20230,14,918,Автоматизация бизнес-процессов
20231,14,918,Программное обеспечение Интернет-серверов
20232,14,918,Контроль и управление качеством программного обеспечения
20233,14,918,Научно-иследовательская работа в семестре
20234,14,918,Полупроводниковые устройства СВЧ диапазона
20235,14,918,Автоматизация проектирования СВЧ интегральных схем и систем на кристалле
20236,14,918,Английский язык / Французский язык (по выбору)
20237,14,918,Основы проектирования СВЧ полупроводниковых устройств/Анализ и синтез СВЧ полупроводниковых устройств (по выбору)
20238,14,918,Измерение СВЧ устройств и интегральных схем/Зондовые методы измерения СВЧ интегральных схем (по выбору)
20259,14,913,Теория отраслевых рынков
20260,14,913,Право
20261,14,913,Финансовый менеджмент
20262,14,913,Бухгалтерский и управленческий учет
20263,14,913,Общая теория систем
20264,14,913,Базы данных
20265,14,913,Объектно-ориентированный анализ программирование
20266,14,913,Проектирование человеко-машинного интерфейса
20267,14,913,Учебно-исследовательская работа в семестре 1 *
20268,14,913,"Архитектура вычислительных систем, аппаратное и программное обеспечение*/Системы реального времени*"
20269,14,913,Планирование и организация разработки инновационной продукции (ГПО 1 *)
20270,14,913,Физическая культура и спорт
20296,14,913,Теория вероятностей и математическая статистика
20297,14,913,Операционные системы и сети
20298,14,913,Компьютерная графика
20299,14,913,Элективные дисциплины по физической культуре и спорту
20300,14,913,Объектно-ориентированное программирование *
20301,14,913,Планирование и организация разработки инновационной продукции (ГПО 1) *
20319,14,913,Инженерная и компьютерная графика
20320,14,913,"Теория вероятностей, математическая статистика и случайные процессы"
20321,14,913,Дополнительные главы математики
20322,14,913,Объектно-ориентированное программирование
20323,14,913,Структуры и алгоритмы обработки данных в ЭВМ
20324,14,913,Основы разработки программного обеспечения
20325,14,913,Учебно - исследовательская работа 1 *
20326,14,913,Робототехнические системы (ГПО 1) *
20327,14,913,Обработка и анализ данных с помощью нейронных сетей / Методы решения некорректных задач
20328,14,913,Научно-исследовательская работа магистра
20348,14,913,Программная инженерия
20349,14,913,Финансы и кредит
20350,14,913,Предметно-ориентированные экономические информационные сиcтемы
20351,14,913,Управленческий учёт
20352,14,913,Проектный менеджмент / Информационный менеджмент
20353,14,913,Учебно - исследовательская работа *
20354,14,913,Проектирование экономических информационных систем (ГПО 1) *
20369,14,913,Теория организации
20370,14,913,Статистика
20371,14,913,Моделирование и анализ бизнес-процессов
20372,14,913,Демография
20373,14,913,Административное право
20374,14,913,Учебно-исследовательская работа студентов *
20391,14,913,Междисциплинарный семинар
20392,14,913,Обработка и анализ данных с помощью нейронных сетей / Архитектура вычислительных комплексов
20393,14,913,Научно-исследовательская работа в семестре
20409,14,913,Час куратора
20886,15,986,Информационное право
20887,15,986,Исследование операций
20888,15,986,Рынки информационно-коммуникационных технологий и коммуникаций
20889,15,986,Управление IT- сервисами и контентом
20890,15,986,Управление проектами
20891,15,986,Базы данных 2 **
20892,15,986,Учебно-исследовательская работа в семестре / Теоретические основы автоматизированного управления
20893,15,986,Социально-экономическая статистика/ Конкурентный анализ
20894,15,986,Планирование и организация разработки инновационной продукции (ГПО 2 **)
20895,15,986,Элективные дисциплины по физической культуре и спорту
20904,15,984,Методология научных исследований
20905,15,984,Организация бизнеса на рынке программных продуктов
20906,15,984,Разговорный английский язык
20907,15,984,Архитектура предприятия (продвинутый уровень)
20908,15,984,Бизнес-планирование
20909,15,984,Математическое моделирование/ Рынки ИКТ
20910,15,984,История
20911,15,984,Иностранный язык
20912,15,984,Физическая культура и спорт
20913,15,984,Экономическая теория (микро- и макроэкономика)
20914,15,984,Информатика и программирование
20915,15,984,Математический анализ
20916,15,984,Линейная алгебра
20917,15,984,Дискретная математика
20918,15,984,Информационные технологии обработки данных
20919,15,984,Русский язык и культура речи/ Процессы коммуникации в современном обществе
20936,15,984,Алгебра и геометрия
20937,15,984,Основы алгоритмизации
20938,15,984,Введение в программную инженерию
20939,15,984,Русский язык и культура речи / Процессы коммуникации в современном обществе
20940,15,984,Параллельные вычисления и системы
20941,15,984,Архитектура предприятия
20942,15,984,Бизнес-планирование IT-проектов/IT-консалтинг
20950,15,986,Сети и телекоммуникации
20951,15,986,"Метрология, стандартизация и сертификация"
20952,15,986,Базы данных
20953,15,986,Вычислительная математика
20954,15,986,Операционные системы
20955,15,986,Элективные дисциплины по физической культуре и спорту
20956,15,986,Учебно-исследовательская работа 2 **
20957,15,986,Анализ и обработка изображений (ГПО 2) **
20963,15,984,Математика
20964,15,984,Введение в информатику и вычислительную технику
20965,15,984,Информатика
20966,15,984,Программирование
20967,15,984,Методы оптимизации
20968,15,984,Современные проблемы информатики и вычислительной техники
20969,15,984,Профессиональный иностранный язык
20970,15,984,Современные операционные системы
20971,15,984,Современные средства программирования
20972,15,984,Автоматизация проектирования систем и средств управления / Автоматизация конструкторского и технологического проектирования
20973,15,984,Научно-исследовательская работа магистра
20974,15,984,Прикладная математическая статистика
20975,15,984,Математические методы финансового анализа
20976,15,984,Международные информационные ресурсы и стандарты информатизации / Информационное общество и проблемы прикладной информатики
20984,15,986,Теория систем и системный анализ
20985,15,986,Программная инженерия
20986,15,986,Математическое и имитационное моделирование экономических процессов
20987,15,986,Численные методы
20988,15,986,Статистика
20989,15,986,Проектирование экономических информационных систем 2 (ГПО 2) **
20993,15,984,Экономическая теория
20994,15,984,Основы информационных технологий
20995,15,984,Основы алгоритмизации и программирования
21004,15,986,Управление пректами
21005,15,986,Моделирование и анализ бизнес-процессов
21006,15,986,Исследование социально-экономических и политических процессов
21007,15,986,Региональное управление и территориальное планирование
21008,15,986,Связи с общественностью в органах государственной власти
21009,15,986,Эконометрика
21010,15,986,Планирование и организация разработки инновационной продукции (ГПО) **
21011,15,986,Учебно-исследовательская работа студентов **
21022,15,984,Физическая культура и спорт
21023,15,984,Введение в специальность
21024,15,984,Основы делопроизводства
21025,15,984,Математика (адаптационный курс)
21026,15,984,Русский язык и культура речи / Процессы коммуникаций в современном обществе
21027,15,984,"Теория, методология и нормативно-правовые механизмы государственного и муниципального управления"
21028,15,984,Прикладной системный анализ и информационно-аналитические технологии государственного и муниципального управления
21029,15,984,Консалтинг и управление проектами в государственном и муниципальном управлении
21030,15,984,Научный семинар
21031,15,984,Электронное правительство: вводный курс
21032,15,984,Информационные технологии статистического анализа данных/ Моделирование социально-экономических систем и процессов
21033,15,984,Информационные технологии в государственном и муниципальном управлении/ Экономика IT-отрасли
21034,15,992,"Вычислительные машины, системы и сети"
21035,15,992,Метрология и измерительная техника
21036,15,992,Математические основы теории систем
21037,15,992,Информационные сети и телекоммуникации
21038,15,992,Элективные дисциплины по физической культуре и спорту
21039,15,992,Распределённые базы данных **
21040,15,992,Программная инженерия и технология (групповое проектное обучение ГПО 2)
21041,15,992,Теория систем/Системный анализ
21042,15,991,Экономика
21043,15,991,Математика
21044,15,991,Физика
21045,15,991,Компьютерная графика
21046,15,991,Базы данных
21047,15,991,Введение в специальность
21048,15,991,Элективные дисциплины по физической культуре и спорту
21049,15,990,Иностранный язык
21050,15,990,Математика
21051,15,990,Физика
21052,15,990,Информационные технологии
21053,15,990,Программирование
21054,15,990,Инженерная графика
21055,15,990,Физическая культура и спорт
21056,15,990,Информатика
21057,15,990,История и методология науки и техники в области управления
21058,15,990,Современные проблемы теории управления
21059,15,990,Цифровые системы автоматического управления
21060,15,990,Проектирование микропроцессорных и компьютерных систем
21061,15,990,Системы интеллектуального управления
21062,15,990,Измерительная техника и датчики
21063,15,990,Иностранный язык - Английский (по выбору)
21064,15,990,Иностранный язык - Французский (по выбору)
21065,15,992,Метрология и технические измерения
21066,15,992,Теория автоматического управления
21067,15,992,Учебно-исследовательская работа
21068,15,992,Базы данных
21069,15,992,Маркетинг
21070,15,992,Теория и проектирование информационных систем **
21071,15,992,Анализ и реструктуризация бизнес-процессов (ГПО2)
21072,15,991,Теория дифференциальных и интегральных уравнений
21073,15,991,Объектно-ориентированное программирование
21074,15,991,"Вычислительные машины, системы и сети"
21075,15,991,Профессиональный английский язык
21076,15,991,Патентоведение
21077,15,990,Инженерная и компьютерная графика
21078,15,990,Химия
21079,15,990,Дискретная математика
21080,15,990,Программирование и основы алгоритмизации
21081,15,990,Компьютерное моделирование физических задач
21082,15,990,История
21083,15,990,Социология
21084,15,990,Русский язык и культура речи
21085,15,990,Программирование и алгоритмизация
21086,15,990,Элективные дисциплины по физической культуре и спорту
21087,15,992,Финансовый менеджмент для инженеров/Финансовая математика (по выбору)
21088,15,992,Проблемно-ориентированные вычислительные системы
21089,15,992,"Электротехника, электроника, схемотехника"
21090,15,992,Операционные системы
21091,15,992,Теория принятия решения**
21092,15,992,Методы принятия управленческих решений (ГПО 2)
21093,15,992,Элективные дисциплины по физической культуре и спорту
21094,15,991,Интеллектуальные системы
21095,15,991,"Научный семинар ""Компьютерные технологии в науке и образовании"""
21096,15,991,Вычислительные системы
21097,15,991,Численные методы/Вычислитеные методы (по выбору)
21098,15,991,Основы разработки коммерческого программного обеспечения/Структуры и алгоритмы обработки данных (по выбору)
21099,15,991,Научно-исследовательская работа
21100,15,991,Инфомационные технологии
21101,15,991,Математическая логика и теория алгоритмов
21102,15,991,Дискретная математика
